name	SRX1704767	SRX1704760	SRX1704761	SRX1704762	SRX1704763	SRX1704764	SRX1704765	SRX1704748	SRX1704749	SRX1704746	SRX1704747	SRX1704744	SRX1704745	SRX1704742	SRX1704743	SRX1704740	SRX1704741	SRX1704766	SRX1704775	SRX1704773	SRX1704772	SRX1704739	SRX1704774	SRX1704759	SRX1704758	SRX1704771	SRX1704770	SRX1704755	SRX1704754	SRX1704757	SRX1704756	SRX1704751	SRX1704750	SRX1704753	SRX1704752	SRX1704768	SRX1704769
hsa-miR-342-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-9985	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-219a-2-3p	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-200a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7i-5p	5	0	5	12	20	29	10	2	0	0	0	0	0	0	0	0	0	2	3	0	2	0	0	0	2	15	8	0	0	0	0	0	0	0	0	0	6
hsa-miR-339-5p	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-100-5p	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	2
hsa-miR-3615	0	0	0	0	2	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-409-3p	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-124-3p	3	0	2	7	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6
hsa-miR-320c	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-150-5p	0	0	0	0	4	7	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-28-5p	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-320b	0	0	0	7	8	9	23	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-29a-3p	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-106b-3p	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
hsa-miR-126-3p	0	0	0	0	2	4	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-532-5p	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-486-5p	1634	62	394	879	2189	4029	3456	229	175	217	274	91	239	142	228	97	687	184	745	304	164	149	164	119	245	649	284	312	184	47	352	106	105	1722	1726	94	492
hsa-miR-29c-3p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1307-5p	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-125a-5p	3	0	2	2	4	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-221-3p	0	0	0	0	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-127-3p	80	15	47	120	78	39	15	0	0	0	0	0	0	0	0	4	9	13	29	2	22	6	0	3	17	105	59	0	3	7	0	0	0	0	0	8	73
hsa-miR-320a-3p	2	0	0	3	27	22	47	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7d-3p	0	0	0	0	4	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-125b-5p	2	0	2	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-222-3p	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-128-3p	4	0	0	7	7	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	9	2	0	0	2	0	0	0	0	0	0	6
hsa-miR-381-3p	6	2	4	8	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	7
hsa-miR-423-5p	34	4	2	7	746	1123	1318	7	4	3	5	49	9	12	7	0	3	7	56	12	0	4	4	12	79	0	0	0	0	9	0	0	0	7	0	2	0
hsa-miR-218-5p	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-223-3p	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-23a-3p	6	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-16-5p	10	0	0	8	41	139	24	0	0	2	0	0	4	0	3	0	0	5	4	0	3	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	2
hsa-miR-148a-3p	4	0	0	5	7	22	3	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-361-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-652-3p	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-148b-3p	0	0	0	0	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-425-5p	0	0	0	0	3	11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-584-5p	3	0	0	0	2	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-23b-3p	4	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-22-3p	23	4	12	25	266	391	240	2	0	2	0	2	3	0	0	2	0	2	22	3	13	0	0	0	9	28	16	0	0	0	0	0	2	0	0	0	21
hsa-miR-146a-5p	0	0	0	0	2	13	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-431-3p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-204-5p	6	2	0	4	7	3	0	0	0	0	0	0	0	0	0	0	2	3	14	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	2
hsa-miR-146b-5p	0	0	0	2	4	6	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-24-3p	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
hsa-miR-338-3p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-10a-5p	24	0	0	2	30	74	16	14	18	7	4	4	10	8	20	0	0	0	30	0	0	0	0	0	0	0	10	0	0	0	0	0	9	0	0	0	0
hsa-miR-744-5p	0	0	0	0	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-1298-5p	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-142-5p	3	0	0	0	13	52	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10b-5p	107	6	0	3	87	272	91	3	0	2	0	0	5	0	4	0	0	8	173	10	3	2	0	0	5	9	27	0	0	0	0	3	0	0	0	0	2
hsa-miR-25-3p	3	0	0	8	24	61	20	4	0	2	0	2	0	0	2	3	0	0	10	0	0	0	0	0	0	6	3	0	0	0	0	0	0	5	2	0	3
hsa-miR-26a-5p	16	4	16	36	43	76	26	19	13	13	8	6	17	7	20	0	4	3	9	0	6	2	0	2	9	39	21	0	0	0	0	0	7	0	0	4	32
hsa-miR-411-5p	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	4
hsa-miR-191-5p	41	3	11	9	22	127	57	12	8	11	10	2	20	6	16	2	5	4	67	7	9	6	0	5	6	22	13	3	0	0	3	0	0	12	5	5	14
hsa-miR-26b-5p	2	0	0	7	6	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-3168	0	0	0	0	0	0	0	0	2	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
hsa-miR-15a-5p	5	0	0	0	25	62	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-151a-5p	4	0	0	3	6	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	2
hsa-miR-101-3p	6	0	0	5	9	10	6	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	0	6
hsa-miR-589-5p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-16-2-3p	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-192-5p	7	0	0	3	4	10	0	2	4	3	3	0	3	0	6	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	3	0	0	0	0
hsa-miR-496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-203a-3p	0	0	0	33	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-28-3p	0	0	0	0	6	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-378a-3p	3	0	0	0	6	6	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-195-5p	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-486-3p	0	0	0	0	4	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-27a-3p	0	0	0	5	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-375-3p	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-153-3p	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-27b-3p	22	2	5	30	26	44	4	5	3	2	0	0	8	0	0	0	0	2	9	0	5	0	0	0	5	27	17	0	0	0	0	0	0	0	0	0	17
hsa-miR-92a-3p	18	5	15	37	410	1279	189	38	32	21	28	19	40	8	29	11	9	2	60	37	5	10	6	4	21	16	12	11	13	0	23	0	11	100	117	0	15
hsa-miR-9-5p	19	3	13	48	16	2	5	0	0	0	0	0	0	0	0	0	0	7	5	0	6	0	0	0	7	33	10	0	0	0	0	0	0	0	0	2	30
hsa-miR-423-3p	0	0	0	0	14	6	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0
