name	SRX1704767	SRX1704760	SRX1704761	SRX1704762	SRX1704763	SRX1704764	SRX1704765	SRX1704748	SRX1704749	SRX1704746	SRX1704747	SRX1704744	SRX1704745	SRX1704742	SRX1704743	SRX1704740	SRX1704741	SRX1704766	SRX1704775	SRX1704773	SRX1704772	SRX1704739	SRX1704774	SRX1704759	SRX1704758	SRX1704771	SRX1704770	SRX1704755	SRX1704754	SRX1704757	SRX1704756	SRX1704751	SRX1704750	SRX1704753	SRX1704752	SRX1704768	SRX1704769
TR_V_gene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
bidirectional_promoter_lncRNA#sense	0.0	0.0	0.0	0.0	0.01	0.02	0.05	0.0	0.0	0.0	0.13	0.01	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
unitary_pseudogene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
protein_coding#sense	2.31	4.99	5.35	3.9	2.72	1.41	1.61	2.68	2.94	5.01	3.46	8.44	3.09	11.28	8.33	8.01	6.78	1.49	1.46	3.04	1.57	7.81	0.89	10.15	10.52	1.56	1.59	1.54	0.0	12.64	1.74	4.98	4.15	5.46	17.78	1.91	1.59
pseudogene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bidirectional_promoter_lncRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rRNA#sense	1.78	0.14	0.16	0.34	2.01	5.22	6.23	5.84	5.55	0.13	0.29	0.25	2.54	0.18	0.56	0.02	0.2	0.6	5.46	3.06	10.72	0.15	3.13	0.01	2.09	11.43	10.56	0.0	0.0	0.01	0.0	0.19	4.89	1.75	0.01	0.52	11.17
rRNA#antisense	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.0
tRNA#sense	4.43	0.32	0.22	0.46	0.8	2.98	1.81	5.79	4.46	1.52	3.17	0.48	1.05	0.75	0.93	0.05	0.04	0.86	12.76	3.77	2.63	0.06	5.29	0.13	0.07	2.74	1.92	0.14	0.48	0.05	0.29	0.66	4.36	0.14	0.02	1.62	2.28
IG_V_gene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
misc_RNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.02	0.02	0.01	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.01
Mt_rRNA#sense	0.03	0.0	0.0	0.0	0.02	0.03	0.03	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcribed_unitary_pseudogene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
sense_intronic#sense	0.02	0.0	0.01	0.04	0.08	0.15	0.24	0.03	0.03	0.1	0.02	0.0	0.12	0.02	0.02	0.0	0.0	0.04	0.21	0.0	0.14	0.0	0.29	0.0	0.03	0.17	0.11	0.42	0.0	0.0	0.94	0.0	0.01	0.11	0.09	0.0	0.12
TEC#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
Mt_tRNA#sense	0.04	0.0	0.01	0.0	0.04	0.16	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pseudogene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
otherRNA#sense	0.18	0.0	0.0	0.0	0.05	0.07	0.11	0.0	0.0	0.01	0.07	0.0	0.1	0.0	0.02	0.0	0.0	0.17	0.09	0.02	0.01	0.0	0.02	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.03	0.0	0.01
mature#sense	20.65	0.74	1.81	3.8	6.78	16.97	21.51	0.18	0.75	2.55	6.72	1.21	0.57	1.6	1.72	0.27	1.07	5.58	18.77	12.86	0.11	0.38	25.18	0.83	1.73	0.14	0.15	23.13	47.85	0.33	27.33	1.6	0.87	2.37	1.63	7.02	0.13
microRNA#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
otherRNA#antisense	0.0	0.01	0.01	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.07	0.1	0.0	0.0
non_coding#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
polymorphic_pseudogene#sense	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
non_stop_decay#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
processed_pseudogene#sense	0.03	0.12	0.08	0.07	0.1	0.09	0.24	0.01	0.0	0.0	0.0	0.03	0.03	0.02	0.01	0.02	0.02	0.06	0.07	0.0	0.02	0.03	0.0	0.0	0.06	0.02	0.01	0.0	0.0	0.07	0.0	0.0	0.01	0.08	0.08	0.0	0.01
Mt_rRNA#antisense	0.0	0.0	0.01	0.0	0.04	0.06	0.14	0.0	0.0	0.1	0.1	0.0	1.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
lincRNA#sense	3.13	1.23	0.9	1.18	1.29	1.89	3.44	1.63	1.4	1.26	1.56	0.99	2.95	1.12	1.13	0.64	0.54	1.18	0.98	0.23	2.71	0.5	0.29	0.45	0.99	2.66	2.3	0.0	0.0	0.5	0.0	0.4	1.52	2.25	1.07	0.37	2.39
sense_overlapping#antisense	0.06	0.0	0.0	0.0	0.0	0.01	0.03	0.03	0.03	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.06	0.05	0.0	0.0	0.0	0.0	0.0	0.02	0.02	0.01	0.0	0.05
IG_C_gene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
retained_intron#antisense	0.47	0.06	0.05	0.12	0.22	0.19	0.25	1.6	1.01	0.16	0.15	0.24	0.28	0.14	0.18	0.15	0.13	0.21	0.44	0.0	1.19	0.12	0.48	0.07	0.11	0.97	0.91	0.0	0.0	0.11	0.0	0.1	1.47	0.11	0.09	0.21	0.88
transcribed_unprocessed_pseudogene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
snRNA#sense	0.15	0.03	0.01	0.01	0.09	0.23	0.3	0.01	0.02	0.04	0.08	0.05	0.02	0.02	0.03	0.0	0.0	0.0	0.17	0.0	0.02	0.0	0.06	0.0	0.02	0.01	0.02	0.0	0.0	0.0	0.0	0.0	0.04	0.01	0.01	0.0	0.02
lncRNA#sense	5.41	0.91	0.9	1.18	1.18	1.45	2.17	7.19	9.01	0.86	1.07	0.62	2.65	0.4	0.66	0.57	0.56	2.45	1.77	0.23	9.93	0.57	1.0	0.55	1.09	10.74	7.37	0.14	0.48	0.5	0.14	0.35	12.13	2.78	2.68	3.25	7.91
hairpin#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
antisense_RNA#antisense	0.93	0.06	0.08	0.1	0.23	0.45	0.7	1.87	1.79	0.4	1.28	0.0	0.76	0.02	0.09	0.01	0.01	0.57	0.48	0.34	1.25	0.01	0.19	0.02	0.22	1.17	1.09	0.21	0.0	0.01	0.16	0.03	1.26	0.7	0.53	0.23	1.16
macro_lncRNA#sense	0.02	0.0	0.0	0.0	0.0	0.01	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.02	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
miRNA#antisense	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.08	0.0	0.0	0.0	0.0	0.05	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.04
unitary_pseudogene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
miRNA#sense	0.0	0.0	0.01	0.0	0.01	0.01	0.09	0.06	0.07	0.0	0.04	0.0	0.04	0.0	0.01	0.0	0.01	0.05	0.03	0.13	0.3	0.0	0.0	0.0	0.02	0.3	0.44	0.28	0.0	0.0	0.29	0.0	0.08	0.03	0.02	0.04	0.36
mature#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
snoRNA#sense	0.05	0.0	0.0	0.0	0.02	0.02	0.06	0.01	0.0	0.02	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.02	0.0	0.0	0.0	0.0	0.02	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.02
TR_V_gene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3prime_overlapping_ncRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
un-assigned	49.92026856903063	14.338640232301993	24.718374386891607	32.443518734989695	41.090934488056995	42.25899767074912	39.749727965179545	60.16526510294894	57.15264781084429	43.26514239871641	49.88545246277205	7.622093410620295	59.27564036847732	10.947940947940948	16.46782440462481	3.3595695925077216	6.083694760286016	77.43139817061788	43.84595023822128	47.06078824315297	53.55662033022484	3.475570556091289	46.78111587982833	3.193474436210481	7.298609396856743	52.410521270814684	58.64228432131035	67.08595387840671	48.56459330143541	3.01020648135083	61.53289949385394	12.837169891258297	50.59654248843438	39.48076114247843	22.938773367858424	76.07329842931937	56.853673408273934
nonsense_mediated_decay#sense	0.11	0.03	0.04	0.05	0.06	0.08	0.11	1.35	1.81	0.1	0.12	0.02	0.1	0.02	0.07	0.02	0.02	0.04	0.19	0.08	0.3	0.02	0.11	0.02	0.08	0.31	0.33	0.42	0.0	0.03	0.4	0.02	3.3	0.1	0.08	0.04	0.34
asRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
piRNA#sense	0.0	0.01	0.0	0.0	0.0	0.01	0.02	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.02	0.0	0.01
srpRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0
transcribed_unprocessed_pseudogene#antisense	0.0	0.04	0.07	0.03	0.02	0.0	0.02	0.0	0.0	0.01	0.0	0.01	0.01	0.01	0.02	0.01	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.0
transcribed_processed_pseudogene#sense	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.03	0.0	0.0	0.0	0.0	0.04	0.09	0.0	0.0	0.0	0.0	0.0	0.51	0.0	0.0	0.0	0.07
nonsense_mediated_decay#antisense	0.09	0.09	0.07	0.08	0.07	0.04	0.04	0.01	0.01	0.09	0.1	0.1	0.11	0.05	0.07	0.06	0.08	0.08	0.03	0.05	0.05	0.07	0.11	0.07	0.13	0.06	0.04	0.0	0.0	0.09	0.0	0.03	0.01	0.16	0.26	0.07	0.04
sRNA#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
snRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.04	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
srpRNA#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.01
unprocessed_pseudogene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.04	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02
macro_lncRNA#antisense	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
3prime_overlapping_ncRNA#sense	0.72	0.0	0.0	0.0	0.01	0.02	0.06	0.0	0.0	0.18	0.08	0.0	0.4	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
lincRNA#antisense	1.03	1.27	1.53	1.2	0.79	0.89	1.2	1.41	1.34	0.43	0.49	0.32	0.93	0.51	0.9	0.2	0.17	0.38	1.02	0.89	1.35	0.21	0.67	0.26	0.62	1.42	1.38	0.21	0.0	0.2	0.34	0.17	1.32	1.61	1.72	0.45	1.37
sense_intronic#antisense	0.01	0.01	0.0	0.01	0.0	0.0	0.02	0.46	0.73	0.0	0.01	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.03	0.07	0.94	0.0	0.0	0.0	0.0	1.01	0.81	0.0	0.0	0.01	0.0	0.0	0.58	0.0	0.0	0.0	0.92
misc_RNA#sense	0.01	0.0	0.0	0.0	0.04	0.09	0.05	0.15	0.11	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.2	0.0	0.23	0.0	0.02	0.24	0.12	0.0	0.0	0.0	0.0	0.0	0.11	0.01	0.01	0.1	0.13
snoRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.02	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0
scaRNA#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
polymorphic_pseudogene#antisense	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0
IG_V_gene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TEC#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
