name	SRX2956285	SRX2956284	SRX2956287	SRX2956286	SRX2956281	SRX2956280	SRX2956283	SRX2956282	SRX2956289	SRX2956288	SRX2956357	SRX2956356	SRX2956355	SRX2956354	SRX2956353	SRX2956352	SRX2956218	SRX2956219	SRX2956216	SRX2956217	SRX2956214	SRX2956215	SRX2956212	SRX2956213	SRX2956210	SRX2956211	SRX2956442	SRX2956036	SRX2956037	SRX2956034	SRX2956035	SRX2956032	SRX2956033	SRX2956030	SRX2956031	SRX2956440	SRX2956038	SRX2956039	SRX2956368	SRX2956369	SRX2956322	SRX2956323	SRX2956320	SRX2956321	SRX2956326	SRX2956327	SRX2956324	SRX2956325	SRX2956328	SRX2956329	SRX2956148	SRX2956149	SRX2956142	SRX2956143	SRX2956140	SRX2956141	SRX2956146	SRX2956147	SRX2956144	SRX2956145	SRX2956360	SRX2956361	SRX2956139	SRX2956138	SRX2956137	SRX2956136	SRX2956135	SRX2956134	SRX2956133	SRX2956132	SRX2956131	SRX2956130	SRX2956351	SRX2956350	SRX2956069	SRX2956068	SRX2956359	SRX2956358	SRX2956067	SRX2956066	SRX2956087	SRX2956086	SRX2956085	SRX2956084	SRX2956083	SRX2956082	SRX2956081	SRX2956080	SRX2956366	SRX2956367	SRX2956364	SRX2956365	SRX2956362	SRX2956363	SRX2956089	SRX2956088	SRX2956241	SRX2956240	SRX2956243	SRX2956242	SRX2956245	SRX2956244	SRX2956247	SRX2956246	SRX2956249	SRX2956248	SRX2956106	SRX2956107	SRX2956104	SRX2956105	SRX2956102	SRX2956103	SRX2956100	SRX2956101	SRX2956061	SRX2956060	SRX2956063	SRX2956062	SRX2956065	SRX2956064	SRX2956108	SRX2956109	SRX2956409	SRX2956408	SRX2956403	SRX2956402	SRX2956401	SRX2956400	SRX2956407	SRX2956406	SRX2956405	SRX2956404	SRX2956380	SRX2956381	SRX2955993	SRX2956209	SRX2955995	SRX2955996	SRX2955997	SRX2956205	SRX2955999	SRX2956207	SRX2956206	SRX2956201	SRX2956200	SRX2956203	SRX2956202	SRX2956025	SRX2956024	SRX2956027	SRX2956026	SRX2956021	SRX2956020	SRX2956023	SRX2956022	SRX2956384	SRX2956385	SRX2956386	SRX2956387	SRX2956029	SRX2956028	SRX2956382	SRX2956383	SRX2956331	SRX2956330	SRX2956333	SRX2956332	SRX2956335	SRX2956334	SRX2956337	SRX2956336	SRX2956339	SRX2956338	SRX2956159	SRX2956158	SRX2956151	SRX2956150	SRX2956153	SRX2956152	SRX2956155	SRX2956154	SRX2956157	SRX2956156	SRX2956318	SRX2956427	SRX2956098	SRX2956099	SRX2956439	SRX2956342	SRX2956343	SRX2956348	SRX2956349	SRX2956171	SRX2956170	SRX2956379	SRX2956378	SRX2956375	SRX2956374	SRX2956377	SRX2956376	SRX2956371	SRX2956370	SRX2956373	SRX2956372	SRX2956274	SRX2956275	SRX2956276	SRX2956277	SRX2956270	SRX2956271	SRX2956272	SRX2956273	SRX2956278	SRX2956179	SRX2956115	SRX2956114	SRX2956117	SRX2956071	SRX2956111	SRX2956110	SRX2956113	SRX2956112	SRX2956054	SRX2956055	SRX2956056	SRX2956057	SRX2956119	SRX2956118	SRX2956052	SRX2956053	SRX2956188	SRX2956189	SRX2956186	SRX2956187	SRX2956184	SRX2956185	SRX2956182	SRX2956183	SRX2956180	SRX2956181	SRX2956421	SRX2956420	SRX2956423	SRX2956422	SRX2956425	SRX2956432	SRX2956424	SRX2956230	SRX2956231	SRX2956232	SRX2956233	SRX2956234	SRX2956235	SRX2956236	SRX2956237	SRX2956238	SRX2956239	SRX2956426	SRX2956433	SRX2956393	SRX2956392	SRX2956391	SRX2956390	SRX2956397	SRX2956396	SRX2956395	SRX2956394	SRX2956429	SRX2956428	SRX2956399	SRX2956398	SRX2956430	SRX2956304	SRX2956305	SRX2956306	SRX2956307	SRX2956300	SRX2956301	SRX2956302	SRX2956303	SRX2956308	SRX2956309	SRX2956168	SRX2956169	SRX2956164	SRX2956165	SRX2956166	SRX2956167	SRX2956160	SRX2956161	SRX2956162	SRX2956163	SRX2956436	SRX2956018	SRX2956019	SRX2956010	SRX2956011	SRX2956012	SRX2956013	SRX2956014	SRX2956015	SRX2956016	SRX2956017	SRX2956434	SRX2956435	SRX2956092	SRX2956296	SRX2956297	SRX2956294	SRX2956295	SRX2956292	SRX2956293	SRX2956290	SRX2956291	SRX2956298	SRX2956299	SRX2956340	SRX2956341	SRX2956269	SRX2956268	SRX2956344	SRX2956345	SRX2956346	SRX2956347	SRX2956263	SRX2956262	SRX2956261	SRX2956260	SRX2956267	SRX2956266	SRX2956265	SRX2956264	SRX2956043	SRX2956042	SRX2956041	SRX2956040	SRX2956047	SRX2956046	SRX2956045	SRX2956044	SRX2956049	SRX2956048	SRX2956199	SRX2956198	SRX2956195	SRX2956194	SRX2956197	SRX2956196	SRX2956191	SRX2956190	SRX2956193	SRX2956192	SRX2955994	SRX2956208	SRX2956279	SRX2956128	SRX2955998	SRX2956204	SRX2956120	SRX2956121	SRX2956122	SRX2956123	SRX2956124	SRX2956125	SRX2956126	SRX2956127	SRX2956116	SRX2956058	SRX2956059	SRX2956129	SRX2956050	SRX2956051	SRX2956227	SRX2956226	SRX2956225	SRX2956224	SRX2956223	SRX2956222	SRX2956221	SRX2956220	SRX2956229	SRX2956228	SRX2956414	SRX2956415	SRX2956416	SRX2956417	SRX2956410	SRX2956411	SRX2956412	SRX2956413	SRX2956418	SRX2956419	SRX2956431	SRX2956388	SRX2956389	SRX2956090	SRX2956091	SRX2956319	SRX2956093	SRX2956094	SRX2956095	SRX2956096	SRX2956097	SRX2956313	SRX2956312	SRX2956311	SRX2956310	SRX2956317	SRX2956316	SRX2956315	SRX2956314	SRX2956252	SRX2956253	SRX2956250	SRX2956251	SRX2956256	SRX2956257	SRX2956254	SRX2956255	SRX2956258	SRX2956259	SRX2956438	SRX2956173	SRX2956172	SRX2956078	SRX2956079	SRX2956177	SRX2956176	SRX2956175	SRX2956174	SRX2956072	SRX2956073	SRX2956070	SRX2956178	SRX2956076	SRX2956077	SRX2956074	SRX2956075	SRX2956009	SRX2956008	SRX2956007	SRX2956006	SRX2956005	SRX2956004	SRX2956003	SRX2956002	SRX2956001	SRX2956000	SRX2956441	SRX2956437
hsa-miR-153-3p	6	70	17	2	0	25	50	0	0	2	0	0	0	0	0	0	5	0	0	27	87	5	5	71	0	15	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	13	0	54	6	0	0	0	0	66	0	0	0	0	0	10	26	0	2	2	0	16	0	0	0	3	0	0	0	4	10	107	0	4	0	0	0	0	0	0	0	0	0	76	0	2	10	2	0	0	11	29	55	6	0	89	14	0	0	0	0	0	4	0	10	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	4	0	0	0	8	11	131	10	144	0	3	23	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	2	5	0	16	0	0	14	0	0	0	0	32	4	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	8	0	153	8	65	0	0	10	8	5	0	0	0	0	46	0	2	2	0	6	0	2	52	30	0	0	26	0	3	0	0	5	13	5	0	69	0	0	0	0	0	0	0	0	6	0	0	40	13	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	4	3	0	24	75	31	2	0	0	0	0	0	0	0	44	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	89	0	4	0	0	0	24	111	0	8	0	7	0	3	0	18	5	0	0	0	4	0	0	0	2	7	8	53	3	6	14	0	0	2	2	26	0	0	0	0	4	0	0	4	0	5	9	4	3	0	5	0	3	0	123	0	2	2	0	0	3	81	4	22	0	0	0	0	0	0	0	0	0	0	0	0	0	196	15	0	0	2	0	0	60	0	0	0	0	0	0	0	0	7	0	0	3	28	0	0	44	0	9	0	0	0	0	0	0	4	13	13	0	0	0	11	98	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0
hsa-miR-4712-3p	2	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-148a-3p	24840	7599	10902	38486	554	3535	6427	148	74	1611	1351	1777	2140	4231	2751	1868	531	28	11775	7590	8303	9371	780	9718	3130	4425	300	6117	1017	1459	916	15	15	347	323	66	3272	90	173	2	3352	4493	2941	4560	4744	2544	3782	1752	2674	2926	3923	1652	1994	1291	1314	3969	5777	1452	569	15	3792	1608	10387	26	233	1437	3927	2611	1635	4170	52	273	1030	3986	2626	12	2070	972	174	30	1990	6125	14722	1426	13558	102	986	636	7283	319	5471	7188	1153	12409	110	574	9068	53	12915	3213	7375	1752	113	2432	4361	8301	3447	1420	7880	2019	912	13	2974	1213	0	970	293	1656	6263	17596	1168	137	104	108	33	33	79	84	61	60	36	15	24	61	5181	16171	709	25	158	1907	2474	8442	525	7380	0	1861	1526	9	491	378	4	201	505	204	2253	296	237	36	82	1970	2	91	129	1618	3561	2952	4298	1945	2895	4551	6939	5568	2892	471	1891	1492	135	5466	52	37743	4359	149	13485	1614	685	1465	2248	334	3516	3333	2621	1076	2442	9745	219	104	64	48	133	228	46	169	66	180	2691	230	9796	1136	7396	8511	2346	2673	52424	1937	127	2138	46	1521	4070	101	2053	1020	12	1894	1056	19105	5507	4198	485	30	3823	10500	1114	229	2215	959	1849	20575	442	7330	437	6	506	13	691	2	12	10386	8558	670	11	6857	1787	6049	1873	2401	450	12	121	50	167	134	214	27	119	76	156	83	10	42	64	68	1768	9194	4541	2234	3703	2048	2899	4850	2086	1837	1965	6496	4319	1462	461	5450	10983	3531	23977	9365	0	1805	15	244	606	14	7744	357	4638	906	1151	5	0	17312	1532	1940	4501	2825	2547	2380	3108	3284	1722	2470	3232	4989	9675	58	6029	994	3227	3446	3303	8129	182	2355	446	3852	2936	7102	5352	1160	2589	73	2	440	2775	1146	330	334	1190	2817	1940	4490	16018	34544	3228	7341	3	2781	544	3079	18396	2332	395	7644	6951	287	1736	1844	38	1001	1941	7168	1390	1696	3606	293	1710	79	12366	4	239	1071	756	3596	1633	5390	5488	3376	74	37	44	516	71	48	10	18	32	364	870	113	169	10281	1893	3037	8192	1509	1075	76	5893	3386	2786	1587	4851	7124	2527	2096	757	2815	527	7805	7197	6453	6598	166	10410	1174	2069	0	375	948	3604	2382	25229	27538	5050	11096	286	309	1297	4132	6255	1347	246	39	0	5392	117	359	532	211	176	4	5739	416	175	0
hsa-miR-30c-1-3p	245	54	32	87	15	35	7	0	0	37	0	5	0	2	0	5	24	0	22	47	55	109	13	19	3	28	0	33	0	13	2	0	0	2	3	0	22	0	0	0	6	2	6	2	8	3	3	4	6	2	71	0	4	14	4	90	23	8	14	0	4	0	21	0	4	9	5	20	11	8	0	4	0	2	11	0	0	0	4	0	9	8	108	0	25	0	5	0	9	0	11	11	6	20	0	9	14	0	82	12	12	3	0	39	19	28	54	0	24	13	23	0	4	8	0	20	0	2	7	135	7	5	0	2	0	0	0	0	0	0	0	0	0	0	15	111	8	0	5	8	6	19	5	27	0	67	11	0	0	0	0	0	0	0	15	0	0	0	0	16	0	0	0	4	2	7	5	0	0	2	8	8	3	0	14	30	2	5	0	103	4	0	10	0	0	7	43	0	4	0	0	2	38	13	2	0	0	0	0	0	0	0	0	0	37	0	44	5	14	72	2	17	220	32	0	0	0	62	12	0	25	4	0	10	2	114	25	8	6	6	4	98	34	0	3	14	9	132	0	31	0	0	0	0	0	0	0	14	13	18	0	14	3	40	2	18	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	2	5	9	0	2	6	7	5	2	57	19	21	0	9	27	21	147	15	0	26	0	2	9	0	25	0	51	0	16	0	0	108	4	6	9	2	6	2	4	2	0	4	3	3	17	0	3	2	0	5	12	23	0	47	7	23	6	63	57	3	7	0	0	16	7	0	10	10	2	9	4	3	14	174	17	7	0	25	2	5	6	0	21	12	81	0	6	34	0	2	9	55	27	0	21	0	32	0	38	0	19	9	0	49	13	28	120	15	0	0	0	0	0	0	0	0	0	0	0	0	0	18	5	5	6	4	7	0	34	4	0	4	0	3	0	8	2	14	10	90	8	25	48	0	22	0	10	0	0	30	19	2	27	134	19	43	2	12	14	18	9	0	20	0	0	32	2	0	0	2	0	0	22	2	0	0
hsa-miR-144-5p	15	5	2	11	8	14	3	3568	1466	2	3019	4317	7537	4893	11910	5012	0	567	4	2	6	4	2	4	0	5	14	2	0	4	0	0	243	2	0	0	0	0	19	0	17099	22457	8272	11978	8468	8518	13705	9296	16415	8047	11	2	0	0	0	2	0	0	5	591	11024	10546	0	1090	2	0	2	0	0	0	993	0	3918	9462	0	493	10069	2340	0	0	0	8	5	0	0	1627	4	0	10291	0	12389	10813	5092	26625	1699	0	0	1057	2	0	0	0	2224	3	0	0	8	211	4	0	5	1118	165	0	36	2	0	0	0	5	4	0	16	9	8	2	0	8	15	7	6	2	0	9	3	7	3	0	0	0	0	0	16	33	0	4	22	0	0	0	196	0	0	0	0	7	67	8	17	4	0	2	9	12332	11017	15855	11350	11713	8074	19691	15232	9618	13502	6349	3	8	0	2	1134	0	0	0	0	4610	2	0	4	21	12375	8341	11826	4188	13	8	27	16	8	0	13	16	2	23	2	55	8	4561	8	2	4	2	10	5	18	7	0	4	1013	0	0	3558	2	4	343	0	0	5	0	4	0	0	0	3	12	5541	11	0	0	6	7848	10	0	0	0	0	0	0	3	0	0	0	256	0	0	0	0	6	0	0	0	24	46	16	33	7	32	6	10	0	0	8	15	0	4464	16869	7980	3513	8999	6593	11456	7627	4685	4239	0	7	3	4	7841	5	7	0	9	27	0	2	119	2	2	122	0	5	3	4	0	0	0	11	12025	7624	9091	6239	12438	9230	4074	11944	5320	7592	8329	10523	2	1645	10653	4571	7649	13567	0	9	5258	4	5	4	2	5	2	0	0	1218	37	3	0	0	0	0	3	2	13	4	13	25	9	15	0	5	0	4	8	0	2	4	3	0	2	4	1232	0	0	0	0	0	10	0	3	0	0	202	3	0	0	2	0	5	2	0	0	13	2	0	38	15	0	3	8	0	7	17	52	0	0	11594	0	4	0	2472	4	6032	11503	5667	15301	10877	5408	5657	3699	3	0	2	2	0	2	4487	0	0	2	0	6618	12	0	0	85	6	22	134	0	0	0	3	6	0	0	706	0	8	0	0	4759	0	0	0	3	0	52	0
hsa-miR-147b-5p	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-450a-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4755-3p	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4659a-3p	4	1	2	0	0	0	0	0	0	0	4	5	2	5	2	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	7	15	3	5	8	11	3	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	2	0	0	0	0	3	0	0	0	0	0	4	0	23	3	2	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	5	4	5	15	3	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	4	10	7	8	3	8	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	6	2	4	8	5	5	3	10	2	0	0	0	8	5	5	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	5	2	7	0	16	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-3127-3p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4746-5p	68	6	0	17	3	0	4	0	0	8	2	5	7	2	7	8	0	0	5	0	2	28	2	2	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	0	5	8	8	8	8	5	9	7	12	6	11	2	0	0	0	21	2	0	0	0	8	9	2	0	0	0	0	2	5	0	0	0	5	0	2	0	4	0	0	0	0	0	30	0	0	0	10	0	5	0	17	17	6	32	0	0	0	0	13	0	2	0	0	2	0	0	20	0	0	0	3	0	2	0	0	4	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	3	2	5	0	0	0	13	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	3	4	15	17	10	13	9	10	7	0	2	0	4	0	0	0	16	0	0	0	2	0	0	12	0	3	7	7	6	0	3	0	0	0	0	0	2	0	2	0	0	6	2	2	0	4	28	2	0	48	0	0	0	0	14	0	2	7	0	0	0	0	27	2	0	0	0	0	19	0	2	6	0	0	29	2	5	0	0	0	0	0	0	0	0	0	0	0	2	0	22	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	18	25	21	13	6	10	9	21	8	0	13	0	0	2	0	0	0	46	0	0	0	0	0	0	0	0	0	10	0	0	0	0	37	5	6	10	4	11	14	15	10	2	12	5	5	0	0	13	5	3	5	0	0	0	0	0	3	0	10	11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	13	6	0	2	0	6	0	4	0	2	0	0	7	3	2	20	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	6	8	9	8	5	7	13	8	4	0	2	14	0	0	3	0	3	2	0	0	2	0	2	0	7	42	0	10	0	0	2	0	5	0	3	0	0	14	0	0	2	0	0	0	2	0	0	0
