name	SRX326607	SRX326606	SRX326605	SRX326604	SRX326603	SRX326602	SRX326601	SRX326620	SRX326629	SRX326628	SRX326623	SRX326609	SRX326608	SRX326622	SRX326625	SRX326624	SRX326627	SRX326600	SRX326618	SRX326619	SRX326621	SRX326610	SRX326611	SRX326612	SRX326598	SRX326614	SRX326615	SRX326616	SRX326617	SRX326632	SRX326633	SRX326630	SRX326631	SRX326636	SRX326637	SRX326634	SRX326635	SRX326638	SRX326639	SRX326599	SRX326613	SRX326626
hsa-let-7b-5p	895414	497611	714978	437154	366741	352688	405926	512581	1569039	243410	732016	285671	990643	449846	417900	467959	619799	215254	274250	201701	977872	164432	491209	575852	434933	866398	323873	792264	423105	1003059	425809	480683	749938	547974	235486	565579	335783	671851	326561	602892	613652	300150
hsa-miR-3909	18	20	2	19	11	23	8	23	28	10	14	7	20	41	13	6	25	2	3	0	15	0	7	2	5	24	16	18	9	31	6	11	39	20	13	12	5	18	4	10	15	13
hsa-miR-939-5p	9	65	16	18	13	13	13	7	80	4	15	0	22	36	6	17	21	2	11	0	92	4	11	6	74	37	0	15	2	87	2	21	12	49	5	3	14	4	11	57	51	9
hsa-miR-6889-5p	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-629-3p	32	36	17	50	4	33	16	76	15	2	37	20	20	47	40	17	37	0	19	0	16	22	7	14	24	7	65	18	25	10	4	14	39	42	15	40	13	8	10	6	3	53
hsa-miR-10399-5p	463	855	307	382	432	437	251	374	1309	234	410	307	497	1796	285	128	437	409	193	132	766	160	113	219	1280	1456	190	346	145	1109	356	183	410	1677	184	395	320	214	240	1300	792	155
hsa-miR-2467-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-664b-5p	72	75	97	161	95	77	80	102	75	94	130	44	157	90	84	70	103	31	37	28	66	38	50	24	136	63	59	69	58	74	59	53	95	65	34	77	132	76	62	96	53	61
hsa-miR-1237-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-432-5p	432	354	1076	2107	2899	2904	1104	933	411	325	2308	487	2839	322	1642	418	2115	554	397	379	75	983	27	75	1405	1049	700	2036	542	1660	1211	1070	605	895	501	1493	4613	149	1811	5151	2201	239
hsa-miR-3688-3p	145	133	67	65	131	36	82	56	259	41	134	37	288	96	65	58	135	21	35	13	228	27	39	133	93	235	38	97	91	192	101	68	180	112	28	109	40	13	17	112	105	56
hsa-miR-6790-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0
hsa-miR-135b-5p	0	2	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-7846-3p	2	0	3	0	0	3	0	0	0	2	0	0	0	3	0	0	2	0	0	0	0	2	0	2	4	3	2	0	0	4	0	0	0	2	3	2	0	3	0	0	2	0
hsa-miR-518b	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	4	0	0	0	0	0	5	4	0	0	0	0	3	0	0	0	3
hsa-miR-122-3p	176	140	122	135	118	215	177	298	48	232	144	13	133	91	124	42	126	115	108	141	112	15	2	18	37	79	216	159	166	112	2	216	141	241	150	117	160	35	105	60	88	232
hsa-miR-3679-5p	91	70	79	118	175	120	69	153	24	79	106	110	205	51	56	29	294	26	102	52	26	27	31	22	50	67	86	160	34	53	62	89	52	121	69	142	180	110	120	159	54	0
hsa-miR-19a-3p	1543	3575	1125	1605	1876	954	998	1113	7632	662	1690	628	3856	5055	1526	544	1056	1355	614	517	5196	155	666	2323	3740	6039	426	1500	548	4264	1189	1027	2605	3029	544	1732	937	176	654	3721	3204	754
hsa-miR-642a-3p	21	0	21	24	26	57	16	39	7	31	20	17	7	9	22	7	80	0	6	22	6	3	31	0	2	3	21	26	7	9	16	75	17	2	17	15	25	54	15	10	6	25
hsa-miR-5194	0	0	2	0	0	6	0	5	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	2	0	7	2	0	2	0	0	0	0	0	0	3	0	2	2	3	4
hsa-miR-3155b	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-18b-5p	294	86	43	152	120	97	106	150	282	20	138	44	359	75	125	86	54	17	70	26	198	17	85	280	53	114	22	289	99	96	119	186	415	88	103	230	119	0	48	88	86	99
hsa-miR-5193	2	2	5	8	0	11	0	21	0	0	3	0	0	0	3	3	0	0	0	0	2	0	0	0	2	4	0	0	0	0	0	2	2	0	3	4	0	0	0	8	4	8
hsa-miR-3155a	0	7	0	4	2	8	2	0	0	0	0	4	0	10	0	0	4	0	2	0	0	0	0	0	0	0	0	2	2	6	0	0	0	7	0	0	2	0	0	10	6	0
hsa-miR-5191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
hsa-miR-520a-3p	0	6	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	2	0	3	0	0	0	0	0	0	0	0	0	0
hsa-miR-4724-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
hsa-miR-5190	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6803-3p	4	0	0	7	0	6	0	4	4	0	12	2	10	2	2	3	6	0	9	0	11	0	0	8	2	0	5	12	4	2	2	0	3	10	0	7	4	0	7	5	10	3
hsa-miR-3912-3p	111	100	85	69	87	35	63	47	249	37	72	47	156	164	68	49	61	38	25	11	210	24	53	91	131	220	23	108	25	196	91	49	117	97	34	104	50	7	44	130	94	42
hsa-miR-92b-3p	1328	564	766	579	440	509	409	676	1435	246	477	383	1378	599	526	531	284	149	487	72	736	231	265	359	740	1238	491	972	464	917	311	387	802	411	573	664	496	283	466	680	1096	356
hsa-miR-202-5p	16	14	3	14	11	3	11	5	13	0	6	0	5	85	19	4	5	0	8	0	9	0	2	7	11	7	4	0	6	2	0	0	6	8	3	48	0	0	0	20	11	0
hsa-miR-448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-27a-5p	150	206	164	251	255	354	136	228	110	205	203	395	117	369	186	53	571	156	88	83	160	91	109	114	234	303	202	136	59	184	112	151	250	430	109	330	155	125	75	200	200	323
hsa-miR-6748-5p	0	2	0	0	0	4	0	4	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	3	7	8	0	0	0	0	0	10	0	0	5	2	0
hsa-miR-653-5p	12	32	11	10	21	5	10	14	10	8	4	3	5	16	4	6	0	12	27	0	18	4	2	2	17	21	7	5	8	37	3	12	7	20	13	4	15	0	4	9	24	16
hsa-let-7b-3p	167	338	278	274	129	227	96	258	450	192	198	136	280	923	252	127	94	236	145	85	346	51	89	124	333	536	250	165	183	439	117	172	254	413	148	262	180	97	87	277	325	205
hsa-miR-4804-5p	16	8	13	0	5	4	4	5	30	4	9	0	17	17	2	0	4	0	2	2	11	2	4	0	0	20	0	6	0	14	5	5	9	10	4	3	8	0	6	24	16	0
hsa-miR-4758-5p	3	0	5	2	0	2	3	0	9	4	0	8	0	3	0	0	3	2	0	0	0	0	0	0	0	5	11	11	0	9	0	4	0	8	2	2	12	6	4	13	8	5
hsa-miR-6837-5p	2	9	0	15	5	8	6	14	3	0	3	2	5	2	2	0	2	0	2	0	0	0	0	0	0	2	6	0	0	5	2	3	3	4	2	2	2	0	0	8	2	3
hsa-miR-5188	14	9	4	6	5	5	13	0	9	0	6	0	4	6	3	2	3	0	3	0	0	0	2	0	0	7	2	3	0	2	0	0	0	3	0	4	5	5	2	4	3	2
hsa-miR-939-3p	0	0	0	0	2	4	3	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0
hsa-miR-1273h-3p	70	33	101	131	49	87	64	146	30	25	90	22	76	44	67	38	97	2	11	0	16	13	14	11	50	55	39	48	26	18	27	36	56	36	47	50	131	8	83	31	38	53
hsa-miR-6889-3p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10399-3p	542	265	563	416	291	325	283	415	545	233	456	146	462	353	237	222	403	77	179	101	284	88	92	96	344	458	243	349	229	297	174	304	522	591	243	299	319	119	305	381	326	198
hsa-miR-7152-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0
hsa-miR-664b-3p	0	10	6	9	5	9	0	14	19	0	4	0	3	16	5	0	12	3	0	0	11	0	2	9	3	14	7	0	0	0	2	7	2	4	0	7	4	4	2	7	22	0
hsa-miR-1237-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-432-3p	0	0	7	3	0	0	0	0	0	0	7	0	3	0	0	0	2	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0
Hsa-Mir-1913_5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-135b-3p	0	0	2	0	0	0	0	0	0	0	0	12	7	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-509-3-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-423-5p	56028	22740	51505	57853	78673	64310	46288	64734	42424	33780	88750	28856	99024	29179	40844	49332	97870	13600	31717	21972	24858	6838	35654	4693	29135	36810	44934	54854	47011	40366	27428	45042	57541	31757	36322	40209	53149	114632	31555	24937	12920	35406
hsa-miR-374b-5p	4349	7666	4229	8801	2890	3633	1381	5129	18448	1921	4480	2770	8710	19194	4021	2611	2258	3923	1754	1629	7830	1307	864	4722	14014	21797	2641	3325	2892	11421	3722	2180	7835	9750	1075	6760	4078	529	1961	8350	6799	3412
hsa-miR-1228-5p	137	40	147	83	82	275	217	81	19	206	77	21	66	19	47	58	73	33	111	61	15	2	15	2	21	12	88	169	91	68	21	145	43	81	354	59	146	379	138	40	37	99
hsa-miR-377-5p	0	3	0	0	4	4	5	0	0	2	22	7	5	0	9	3	15	0	0	0	0	6	0	0	2	0	2	6	0	0	7	4	0	0	2	5	5	0	3	0	0	4
hsa-miR-3679-3p	0	0	0	0	2	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6781-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0
hsa-miR-4433a-5p	3	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2
hsa-miR-3120-5p	0	0	0	2	0	0	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
hsa-miR-4524a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-3074-5p	20	5	20	24	15	29	23	14	10	17	52	0	37	5	10	28	62	2	11	4	8	20	5	19	8	14	16	15	9	10	18	19	34	11	5	20	17	0	19	21	16	7
hsa-miR-512-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-874-5p	0	0	0	0	0	4	0	0	2	0	7	0	0	2	2	0	0	0	5	0	4	2	0	0	0	5	0	3	0	0	0	2	4	3	0	0	0	0	0	0	0	0
hsa-miR-18b-3p	23	4	10	4	2	5	6	13	29	3	14	3	42	2	2	5	7	0	5	0	36	0	2	7	11	25	10	5	17	10	7	10	29	9	4	6	8	10	6	0	7	10
hsa-miR-6870-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-202-3p	19	2	3	3	6	6	41	6	8	0	13	4	4	21	7	14	2	0	0	0	0	0	0	0	0	3	3	8	4	11	8	0	2	0	3	33	2	18	4	4	7	8
hsa-miR-429	85	57	91	192	32	56	46	29	42	62	31	104	177	261	71	7	55	63	1486	152	113	28	128	19	409	227	67	25	34	220	30	33	36	131	35	72	63	19	35	148	313	66
hsa-miR-5196-5p	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
hsa-miR-6748-3p	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-27a-3p	18530	79917	35363	46673	49584	41803	18198	43096	64351	34497	25495	26586	49726	141782	26906	13863	34045	31200	16541	13671	31764	12977	6090	16064	77798	77553	23556	27102	13468	68444	23299	20565	41875	77815	12408	34313	41109	4313	26248	98409	52617	18512
hsa-miR-1912-3p	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-421	91	51	44	88	93	94	54	92	140	24	91	125	155	130	99	27	65	34	57	17	54	27	72	89	100	162	47	41	34	71	117	66	91	90	17	70	95	19	22	101	67	76
hsa-miR-653-3p	0	3	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-6739-5p	0	0	0	0	5	0	0	4	0	0	3	0	0	2	0	0	4	0	0	0	0	0	2	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-26b-5p	12317	18419	13329	11488	6799	8319	4734	12427	45858	4991	6651	3699	14532	39972	8163	4622	5412	9507	3963	3624	28120	2429	2644	14062	23546	50390	4125	11979	5660	31123	5507	7551	16116	22279	3480	11301	8858	7957	5163	21242	19803	5560
hsa-miR-4804-3p	0	3	3	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0
hsa-miR-4758-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6837-3p	4	10	0	14	6	24	5	12	3	2	11	4	4	19	5	3	15	4	0	0	0	4	2	5	19	2	13	0	7	0	7	3	12	13	5	5	6	4	7	16	3	6
hsa-miR-598-5p	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-4749-5p	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-3529-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	6	0	0	0	0
hsa-miR-12136	17	28	15	60	29	29	21	29	7	14	55	15	57	46	44	26	84	5	22	10	28	5	4	43	36	3	23	59	14	7	4	11	47	43	7	29	28	9	12	11	4	39
