name	SRX362355	SRX362354	SRX362357	SRX362356	SRX362353	SRX362352	SRX362359	SRX362358	SRX349101	SRX352359	SRX362360	SRX362361	SRX362362
hsa-miR-6819-3p	0	0	0	0	2	0	0	0	12	0	2	0	0
hsa-miR-3120-3p	14	19	20	17	9	24	8	45	345	75	12	16	4
hsa-miR-494-5p	0	0	0	0	0	0	0	0	8	0	2	0	0
hsa-miR-181c-5p	766	984	944	760	269	643	516	2343	13147	3295	668	1060	731
hsa-miR-3661	5	10	8	7	5	0	4	7	89	10	2	5	7
hsa-miR-1224-5p	0	0	0	0	0	0	0	0	4	0	0	0	2
hsa-miR-191-3p	149	269	176	172	73	65	118	143	1829	171	108	144	150
hsa-miR-4748	0	0	0	0	0	0	0	2	9	0	0	0	2
hsa-miR-1229-3p	0	3	0	10	2	0	0	0	40	0	6	0	2
hsa-miR-214-3p	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-93-5p	1345	1889	2325	1684	674	1538	971	6322	29802	7730	1757	1893	1306
hsa-miR-98-3p	9	6	9	10	2	8	6	29	151	22	4	17	13
hsa-miR-4741	0	0	0	0	0	0	0	0	11	0	2	0	0
hsa-miR-33b-5p	0	7	8	7	6	12	7	39	180	73	5	7	7
hsa-miR-296-5p	3	2	5	8	2	2	0	11	91	21	16	6	0
hsa-miR-148a-3p	1504	3099	2679	2448	943	2962	955	9001	42427	13653	975	2914	1017
hsa-miR-127-5p	3	4	8	7	2	7	2	5	123	55	0	6	3
hsa-miR-185-3p	90	145	115	98	84	58	56	237	1636	338	85	130	109
hsa-miR-1271-5p	26	38	41	45	5	44	19	103	538	49	41	65	30
hsa-miR-377-3p	0	0	2	0	0	8	4	3	61	21	2	0	0
hsa-miR-6855-5p	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-19b-3p	152	205	395	251	112	376	131	1546	6272	2445	154	304	122
hsa-miR-3652	0	2	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-3651	0	2	0	0	0	0	0	0	3	0	0	0	0
hsa-miR-130a-5p	0	0	0	0	0	0	0	3	7	2	0	0	0
hsa-miR-4797-3p	0	0	0	0	0	0	0	2	8	2	0	0	0
hsa-miR-4734	0	0	0	0	0	0	0	2	2	0	0	0	0
hsa-miR-1260b	244	461	432	427	341	132	394	549	4761	525	448	362	398
hsa-miR-1260a	123	270	226	262	154	66	193	307	2623	353	222	218	204
hsa-miR-3074-5p	5	32	14	24	9	5	13	19	250	32	11	24	7
hsa-miR-4730	0	0	0	0	0	0	0	0	6	0	0	4	0
hsa-miR-18a-5p	13	11	43	19	2	28	7	70	390	136	10	16	5
hsa-miR-331-3p	1055	452	525	689	244	226	240	287	7132	2032	565	304	350
hsa-miR-6738-3p	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-26b-3p	331	282	232	266	94	147	160	228	2704	215	208	302	162
hsa-miR-6791-3p	0	5	0	2	0	0	0	0	19	0	2	0	2
hsa-miR-5189-3p	9	3	4	5	2	0	6	13	89	2	0	13	0
hsa-miR-4786-5p	0	8	3	2	0	3	0	0	48	7	0	6	0
hsa-miR-943	0	2	0	2	0	0	0	0	17	0	0	0	0
hsa-miR-941	885	1928	709	1182	803	712	671	1670	13642	1610	1339	1289	665
hsa-miR-940	7	2	4	3	2	4	0	8	71	3	0	6	6
hsa-miR-628-5p	12	18	22	11	0	24	2	48	252	55	16	4	9
hsa-miR-181c-3p	491	839	506	528	240	355	375	903	7134	1323	392	652	413
hsa-miR-494-3p	69	105	170	66	71	72	53	170	1664	583	122	101	25
hsa-miR-873-5p	0	0	0	2	2	5	2	51	88	11	0	0	0
hsa-miR-570-3p	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-93-3p	71	61	43	55	39	36	57	55	683	46	65	31	49
hsa-let-7c-5p	115	104	195	149	40	103	70	302	1627	256	94	61	68
hsa-miR-6500-3p	0	0	0	0	0	0	0	0	3	0	0	0	0
hsa-miR-33b-3p	0	0	0	0	0	0	0	2	5	0	0	0	0
hsa-miR-483-5p	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-296-3p	0	0	0	0	2	0	2	0	17	2	0	0	0
hsa-miR-122-5p	15	5	8	4	11	0	15	25	179	71	0	2	6
hsa-miR-127-3p	10744	18069	9468	6427	12835	8494	6467	5607	138817	30175	11389	12364	5534
hsa-miR-323b-3p	200	172	145	125	146	94	271	106	1670	137	69	60	83
hsa-miR-4286	9	11	20	6	8	5	6	7	119	12	13	5	8
hsa-miR-935	0	0	0	0	0	0	0	2	3	0	0	0	0
hsa-miR-450b-5p	0	0	8	3	0	14	0	25	98	28	2	5	0
hsa-miR-933	4	2	4	0	0	5	2	0	36	2	0	0	3
hsa-miR-6850-5p	0	0	0	0	0	0	0	0	3	0	0	0	0
hsa-miR-6855-3p	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-130a-3p	1033	1213	1849	1202	403	1656	729	2980	17973	3905	757	1103	865
hsa-miR-496	3	10	11	2	0	3	5	3	96	37	8	2	0
hsa-miR-361-5p	233	358	343	261	78	172	140	621	3556	563	229	285	175
hsa-miR-3196	3	0	0	0	0	2	0	3	28	4	0	5	5
hsa-miR-3074-3p	0	5	0	2	0	0	0	0	21	2	2	2	0
hsa-miR-18a-3p	22	35	22	34	11	20	23	37	374	19	51	33	20
hsv2-miR-H10	5	2	0	4	4	2	0	6	54	11	3	8	4
hsa-miR-5010-5p	27	9	13	27	6	5	22	5	188	5	10	12	20
hsa-miR-3913-5p	0	0	0	0	0	0	0	3	20	4	0	0	0
hsa-miR-365b-5p	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-548as-3p	0	0	0	4	0	0	0	0	8	0	0	0	0
hsa-miR-431-5p	691	793	503	335	423	404	414	213	6421	1100	615	436	384
hsa-miR-6838-5p	0	0	0	2	0	0	0	0	8	0	0	0	0
hsa-miR-628-3p	74	138	95	101	57	85	51	158	1307	181	70	126	94
hsa-miR-512-3p	0	0	0	0	0	0	0	3	4	0	0	0	0
hsa-miR-873-3p	0	3	2	2	0	2	0	17	74	2	11	12	0
hsa-miR-484	2643	2733	2251	2910	1886	1106	1979	2168	26574	1743	3121	1481	2132
hsa-miR-99a-5p	26	79	57	61	36	39	48	135	856	126	73	80	22
hsa-miR-3188	0	0	0	0	0	0	0	0	15	2	2	0	0
hsa-miR-6803-3p	0	2	0	0	0	0	0	0	11	0	0	0	0
hsa-miR-4664-3p	0	2	3	0	0	2	0	0	19	0	3	0	2
hsa-miR-425-5p	2936	4156	3280	3144	2038	1599	2029	4342	36990	4304	3117	2860	2688
hsa-miR-2467-5p	3	3	5	2	0	3	0	8	57	19	0	5	0
hsa-miR-3183	0	6	0	2	0	0	0	0	13	0	0	0	0
hsa-miR-3181	0	0	0	2	0	0	0	0	4	0	0	0	0
hsa-miR-7114-5p	0	0	2	0	0	0	0	0	2	0	0	0	0
hsa-miR-483-3p	0	0	2	0	4	0	0	0	12	0	0	0	0
hsa-miR-3180	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-501-5p	0	0	0	3	0	0	3	2	17	0	4	0	0
hsa-miR-3191-3p	3	0	0	3	3	0	0	4	26	0	0	4	0
hsa-miR-6850-3p	0	0	0	0	0	0	0	0	3	0	2	0	0
hsa-miR-200b-3p	10	8	16	15	3	10	7	25	164	21	17	9	5
hsa-miR-3615	297	623	228	450	241	220	315	372	4239	231	426	365	334
hsa-miR-3127-5p	0	2	0	2	0	0	0	2	27	2	2	0	0
hsa-miR-450a-2-3p	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-361-3p	336	392	537	418	231	235	213	937	5759	880	722	329	268
hsa-miR-6763-5p	0	2	0	0	0	0	0	0	3	0	0	0	0
hsa-miR-29b-3p	3	4	12	0	0	8	0	148	351	91	8	11	0
hsa-miR-3176	2	0	2	0	2	4	0	4	61	7	5	3	0
hsa-miR-937-3p	0	3	2	0	0	0	4	0	28	0	3	0	0
hsa-miR-3175	0	2	0	0	0	0	0	2	13	0	4	0	0
hsa-miR-3174	5	7	7	9	0	3	2	11	87	14	2	2	4
hsa-miR-125b-1-3p	0	2	0	0	0	0	0	0	6	0	0	0	0
hsa-miR-4259	0	0	0	0	0	0	0	2	2	0	0	0	0
hsa-miR-4536-3p	0	0	0	0	0	0	0	2	7	2	0	0	0
hsa-miR-376c-5p	0	0	0	0	0	0	0	0	2	1	0	0	0
hsa-miR-5010-3p	4	11	0	13	2	2	2	10	98	6	15	4	9
hsa-miR-542-5p	2	0	4	0	0	3	0	3	39	7	0	0	4
hsa-miR-3609	0	2	0	0	0	0	0	0	13	3	0	0	0
hsa-miR-365b-3p	2	0	0	1	0	0	0	1	7	0	1	0	0
hsa-miR-431-3p	28	29	35	24	12	42	13	26	512	163	30	45	15
hsa-miR-30d-5p	73647	85126	82192	76644	36798	30519	50287	78422	787149	88733	69102	61071	53436
hsa-miR-5696	0	0	0	0	0	0	0	0	4	0	0	0	0
hsa-miR-29b-2-5p	0	0	0	0	0	0	0	0	12	0	0	0	0
hsa-miR-5695	0	0	0	0	0	0	0	0	4	0	0	0	0
hsa-miR-30c-2-3p	0	0	0	0	0	4	0	2	15	3	0	0	0
hsa-miR-107	282	531	537	447	191	488	261	1376	7111	1589	357	573	349
hsa-miR-301b-5p	0	0	2	0	0	2	0	0	6	0	0	0	0
hsa-miR-152-5p	3	6	2	3	0	9	6	6	71	13	3	6	7
hsa-miR-12136	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-99a-3p	0	0	0	0	0	0	0	2	10	0	2	0	0
hsa-miR-5004-3p	0	2	0	0	0	0	0	0	4	0	0	0	0
hsa-miR-3168	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-3166	0	0	2	0	0	0	2	0	11	0	0	0	0
hsa-miR-425-3p	232	215	198	172	80	111	79	290	2240	247	137	183	112
hsa-miR-3163	0	0	0	0	0	0	0	0	4	2	0	0	0
hsa-miR-3161	0	21	0	0	0	0	0	56	174	39	0	21	23
hsa-miR-4662a-5p	34	37	38	77	9	36	17	33	396	36	26	29	13
hsa-miR-3681-5p	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-501-3p	165	233	273	235	157	169	133	433	3135	382	325	318	184
hsa-miR-892a	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-6716-3p	0	2	0	3	2	0	0	2	30	3	0	2	0
hsa-miR-24-3p	130	354	224	182	95	186	97	563	3329	759	143	338	124
hsa-miR-664b-5p	0	0	0	0	0	0	0	0	5	0	0	0	0
hsa-miR-133a-3p	566	230	881	731	145	89	161	104	3850	584	136	92	40
hsa-miR-338-5p	14	21	34	19	13	6	2	86	343	67	20	21	9
hsa-miR-190b-5p	0	0	2	0	0	0	0	15	23	0	0	2	0
hsa-miR-222-5p	2	0	5	2	0	2	2	7	36	7	0	0	4
hsa-miR-4659b-5p	0	0	0	0	0	0	0	0	2	0	0	2	0
hsa-miR-6513-5p	3	5	0	0	0	4	0	9	47	3	0	2	4
hsa-miR-5683	0	5	11	2	0	3	0	13	86	28	2	6	6
hsa-miR-3675-5p	0	2	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-3127-3p	0	2	2	0	0	0	0	0	15	0	0	0	0
hsa-miR-3180-3p	0	0	0	0	0	0	0	0	4	0	0	0	0
hsa-miR-3159	0	0	2	0	0	0	0	0	15	0	0	5	0
hsa-miR-1307-5p	675	909	1081	491	610	1274	548	1920	13269	3371	671	961	568
hsa-miR-769-5p	428	589	684	446	326	446	287	1324	8286	2036	462	650	472
hsa-miR-100-5p	41	74	102	25	58	85	55	120	1043	121	114	126	83
hsa-miR-7155-3p	0	0	0	0	0	0	0	0	3	0	0	0	0
hsa-miR-376c-3p	12	7	21	10	21	34	17	100	483	198	5	27	7
hsa-miR-542-3p	0	0	2	0	0	0	0	0	8	2	0	0	0
hsa-miR-187-5p	0	0	0	0	0	0	0	0	2	0	0	2	0
hsa-miR-5587-5p	0	0	0	0	0	0	0	0	7	2	3	0	0
hsa-miR-30d-3p	23	62	58	40	19	61	32	152	954	250	24	126	57
hsa-miR-551b-3p	2	2	5	0	2	0	0	9	40	3	3	3	0
hsa-miR-455-5p	0	0	0	0	0	0	0	2	2	0	0	0	0
hsa-miR-301b-3p	85	144	127	89	37	87	43	287	1563	380	58	88	101
hsa-miR-152-3p	53	122	90	74	40	117	59	343	1745	466	71	118	87
hsa-miR-4717-3p	0	0	2	0	0	0	0	2	8	0	0	0	0
hsa-miR-9-5p	0	0	2	2	0	0	0	6	19	2	0	2	0
hsa-miR-10a-5p	5936	8947	9453	7981	2998	4256	4418	11730	98926	17511	8496	10081	6454
hsa-miR-6511a-3p	6	23	2	15	6	3	3	6	112	3	18	0	9
hsa-miR-550a-5p	6	4	11	18	11	4	3	17	161	27	14	5	5
hsa-miR-10527-5p	18	19	34	8	16	15	13	28	305	60	23	17	29
hsa-miR-3143	0	0	3	0	0	0	0	2	22	4	0	0	0
hsa-miR-7854-3p	0	0	0	5	0	0	0	8	43	7	4	6	0
hsa-miR-92b-5p	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-141-5p	0	0	0	0	0	0	0	0	3	0	0	0	0
hsa-miR-664b-3p	0	0	3	3	0	0	0	3	24	3	0	4	0
hsa-miR-3157-5p	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-338-3p	21	36	29	30	13	44	12	124	689	258	29	40	18
hsa-miR-6793-5p	0	0	0	0	0	0	0	0	4	0	0	0	0
hsa-miR-3939	2	2	4	2	4	2	0	2	31	0	3	5	0
hsa-miR-222-3p	3072	5996	6176	5886	1837	2915	3407	5830	54868	6528	5240	4122	3368
hsa-miR-3938	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-4659b-3p	0	0	0	0	0	2	2	5	28	2	4	0	0
hsa-miR-3617-5p	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-6513-3p	2	6	7	4	0	0	0	10	60	4	8	4	3
hsa-miR-4677-5p	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-7848-3p	2	12	0	0	3	0	0	2	59	0	10	4	0
hsa-miR-1226-5p	0	2	3	3	0	2	0	0	20	3	3	0	0
hsa-miR-4753-5p	0	2	0	2	0	0	0	0	12	3	0	0	0
hsa-miR-3139	0	0	0	0	0	0	0	0	4	0	0	0	0
hsa-miR-3138	0	4	2	6	4	6	2	0	47	0	2	2	5
hsa-miR-211-5p	3	3	2	0	2	0	0	2	32	2	4	3	0
hsa-miR-6787-5p	0	0	0	0	0	0	0	0	4	0	0	0	0
hsa-miR-769-3p	0	0	0	0	0	0	0	0	7	0	0	0	0
hsa-miR-1307-3p	961	1025	844	602	629	438	499	953	9500	1023	770	777	769
hsa-miR-6502-5p	0	0	0	0	0	0	0	3	14	3	2	0	0
hsa-miR-6868-3p	0	0	0	0	0	0	0	0	10	0	0	2	2
hsa-miR-129-5p	0	2	0	0	0	0	0	0	4	0	0	0	0
hsa-miR-182-5p	551	1448	741	1811	382	1025	504	4022	19107	4377	1042	2212	720
hsa-miR-187-3p	0	0	0	0	0	0	0	2	14	0	2	0	0
hsa-miR-379-3p	13	8	3	4	3	11	6	9	108	22	5	10	3
hsa-miR-205-5p	2	0	0	4	0	0	0	6	41	6	3	2	0
hsa-miR-758-5p	0	2	0	0	2	0	0	0	13	5	0	2	0
hsa-miR-429	0	0	0	0	0	0	0	8	16	0	0	0	2
hsa-miR-3920	0	0	0	0	0	0	0	3	7	0	0	0	3
hsa-miR-421	524	805	765	703	190	403	288	907	7635	1146	518	573	511
hsa-miR-9-3p	0	0	0	0	0	0	0	0	3	2	0	0	0
hsa-miR-10a-3p	0	2	2	0	0	0	0	5	21	5	0	2	0
hsa-miR-550a-3p	9	35	17	18	19	9	9	49	307	32	32	17	13
hsa-miR-193b-5p	0	0	0	0	0	0	0	2	11	0	0	0	0
hsa-miR-4701-5p	2	0	0	0	0	0	0	0	15	0	0	0	0
hsa-miR-374a-5p	18	31	26	40	4	49	12	148	590	201	12	19	5
hsa-miR-141-3p	5	14	20	21	6	34	6	117	434	155	16	11	7
hsa-miR-92b-3p	575	936	513	755	373	259	520	455	6720	283	901	274	493
hsa-miR-26a-1-3p	4	2	4	7	0	4	0	21	78	18	3	8	5
hsa-miR-6735-5p	0	4	3	0	0	2	2	0	64	6	2	5	7
hsa-miR-3157-3p	0	6	0	3	0	0	4	3	32	0	3	0	0
hsa-miR-1185-2-3p	0	2	0	0	0	0	0	3	26	8	0	0	0
hsa-miR-6816-3p	0	0	0	0	0	0	0	0	7	0	2	0	0
hsa-miR-4485-3p	0	0	0	0	0	0	2	0	2	0	0	0	0
hsa-miR-3617-3p	0	0	0	0	0	0	2	2	13	0	3	2	0
hsa-miR-4677-3p	4	0	5	0	3	9	4	8	70	18	3	2	2
hsa-miR-3911	0	0	0	0	0	0	0	0	2	2	0	0	0
hsa-miR-491-5p	2	7	9	0	2	2	9	8	83	10	4	6	0
hsa-miR-1226-3p	0	0	0	3	0	0	0	0	5	0	0	0	0
hsa-miR-380-3p	0	3	6	0	0	3	5	4	60	19	8	2	0
hsa-miR-3116	0	0	0	0	0	0	0	0	4	2	0	0	0
hsa-miR-487a-5p	0	0	0	3	0	0	2	0	12	2	3	0	0
hsa-miR-95-3p	0	0	0	0	2	0	0	9	21	6	0	0	0
hsa-let-7e-5p	197	266	124	171	101	173	96	186	2004	197	82	157	133
hsa-miR-7-1-3p	7	5	8	7	0	2	2	44	163	37	4	7	0
hsa-miR-485-5p	140	104	91	56	134	71	218	23	1176	116	65	53	69
hsa-miR-561-5p	0	0	0	0	0	0	0	5	11	3	0	2	0
hsa-miR-5582-3p	0	0	0	0	0	0	0	0	3	0	0	0	0
hsa-miR-3909	9	4	2	6	3	2	3	6	68	6	8	2	7
hsa-miR-3907	0	0	0	0	0	0	0	0	3	0	0	0	0
hsa-miR-758-3p	45	78	53	40	63	60	57	39	803	190	59	61	19
hsa-miR-6852-5p	514	737	505	666	453	349	406	689	6765	742	419	582	471
hsa-miR-6741-3p	10	12	8	13	9	4	5	8	96	0	12	7	4
hsa-miR-760	14	10	10	18	8	9	3	9	153	10	7	18	6
hsa-miR-193b-3p	3	5	21	5	8	6	5	50	167	17	16	9	0
hsa-miR-939-5p	0	0	0	0	0	0	2	2	15	2	0	0	0
hsa-miR-1343-3p	2	7	7	2	3	0	5	2	58	0	10	0	6
hsa-miR-5193	0	0	2	8	0	0	0	2	37	0	4	0	2
hsa-miR-374a-3p	2	4	2	0	0	12	3	5	39	5	0	0	0
hsa-miR-1914-5p	0	0	0	0	0	0	0	0	5	0	0	0	0
hsa-miR-146a-5p	4162	11876	6833	7051	3424	4159	2628	10813	81451	14820	3558	8480	2862
hsa-miR-20a-5p	40	56	71	57	38	87	21	295	1154	346	30	39	38
hsa-miR-5190	0	0	2	0	0	2	0	2	9	0	0	0	0
hsa-miR-92a-2-5p	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-6735-3p	0	0	0	0	0	0	0	0	6	0	0	0	0
hsa-miR-1294	0	0	0	0	2	0	0	2	19	5	0	0	0
hsa-miR-4433b-5p	757	695	848	941	556	283	382	782	8392	777	1119	429	487
hsa-miR-1291	0	0	0	0	0	0	0	0	4	0	0	0	0
hsa-miR-548ap-5p	0	0	0	0	0	0	0	0	5	2	0	0	0
hsa-miR-433-5p	0	0	0	0	0	2	0	0	11	0	0	0	0
hsa-miR-3065-5p	2	11	4	4	4	0	0	10	57	0	2	0	4
hsa-miR-2114-5p	0	0	0	0	0	0	0	0	3	0	0	0	0
hsa-miR-625-5p	84	150	75	136	63	147	38	374	1495	160	64	128	44
hsa-miR-491-3p	0	0	0	0	0	0	0	0	6	0	0	0	0
hsa-miR-6724-5p	0	0	0	0	2	0	0	0	5	0	0	0	0
hsa-miR-1908-5p	14	31	39	16	14	4	5	19	231	45	13	9	7
hsa-miR-32-5p	0	0	4	3	0	7	0	14	89	48	0	2	2
hsa-miR-487a-3p	11	12	18	12	5	23	27	24	249	76	2	15	4
hsa-miR-5188	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-let-7e-3p	17	24	20	15	4	9	0	14	176	18	23	9	11
hsa-miR-550a-3-5p	0	0	2	0	0	0	0	0	13	0	5	0	0
hsa-miR-4661-5p	0	0	0	0	0	0	0	0	22	5	2	0	0
hsa-miR-2277-5p	6	9	16	15	9	10	9	17	159	19	15	4	5
hsa-miR-548j-5p	4	10	7	7	0	10	0	34	148	29	2	17	0
hsa-miR-548o-3p	5	12	13	5	6	18	6	37	196	63	5	10	7
hsa-miR-485-3p	88	86	58	51	71	36	159	40	880	111	91	28	30
hsa-miR-503-5p	0	0	0	0	0	3	0	0	22	4	0	0	0
hsa-miR-4742-3p	3	0	0	4	0	0	0	2	24	5	0	0	0
hsa-miR-6718-5p	0	0	0	0	0	0	0	0	5	2	0	0	0
hsa-miR-1284	0	2	0	3	0	0	0	4	22	0	2	0	0
hsa-miR-6852-3p	0	0	7	5	0	4	0	0	56	2	0	0	0
hsa-miR-4655-5p	0	0	0	0	0	0	0	0	3	0	0	0	0
hsa-miR-196b-5p	15	38	16	27	4	17	6	59	393	93	22	23	13
hsa-miR-363-3p	245	534	769	465	191	567	245	1918	9545	2781	710	613	332
hsa-miR-451a	2341	5620	6088	6697	1987	5711	4144	11842	99420	35287	8008	7026	4121
hsa-miR-3187-3p	0	0	0	0	0	0	0	2	6	0	0	2	0
hsa-miR-939-3p	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-891a-5p	2	5	3	0	0	0	0	0	20	2	2	0	0
hsa-miR-6730-3p	0	0	0	0	0	0	0	0	3	0	0	0	0
hsa-miR-146a-3p	0	2	12	0	2	7	0	28	76	5	5	0	0
hsa-miR-20a-3p	0	2	0	0	0	0	0	0	14	2	0	0	0
hsa-miR-1278	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-4526	0	0	2	0	0	0	0	0	10	0	0	0	0
hsa-miR-1276	0	0	0	0	0	0	0	0	6	0	0	0	0
hsa-miR-1275	7	7	18	14	13	18	0	135	379	123	27	8	5
hsa-miR-4433b-3p	25	112	58	108	19	30	7	90	835	42	91	138	20
hsa-miR-4523	0	2	0	5	0	4	0	7	42	8	0	0	0
hsa-miR-4783-3p	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-4522	0	0	0	0	0	0	0	0	4	0	0	0	0
hsa-miR-378g	0	0	0	0	0	0	0	0	8	2	0	0	0
hsa-miR-4521	0	0	0	0	0	0	0	2	5	0	0	0	0
hsv1-miR-H18	2	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-549a-5p	0	0	2	0	0	0	0	0	14	3	0	2	0
hsa-miR-1270	0	8	0	0	0	0	2	0	30	2	0	0	0
hsa-miR-378d	0	1	0	0	0	1	0	7	22	8	2	0	0
hsa-miR-378c	4	2	5	4	5	6	3	33	149	57	5	11	5
hsa-miR-378b	0	0	0	0	0	0	0	3	12	3	0	0	0
hsa-miR-3065-3p	3	8	5	2	2	3	0	17	89	21	6	8	0
hsa-miR-433-3p	100	149	66	49	99	40	49	23	955	113	100	60	35
hsa-miR-625-3p	58	156	68	223	78	70	59	311	1613	83	131	117	55
hsa-miR-1908-3p	0	5	0	0	0	0	2	0	28	0	4	0	0
hsa-miR-32-3p	0	0	0	0	0	0	0	0	4	2	0	0	0
hsa-miR-154-5p	13	18	20	10	14	17	10	30	341	126	23	32	14
hsa-miR-5001-5p	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-4772-5p	0	0	0	0	0	2	0	4	23	8	0	0	0
hsa-miR-5006-3p	0	0	0	5	0	0	3	3	28	0	4	3	2
hsa-miR-4777-3p	0	0	0	0	0	2	0	0	7	0	0	0	0
hsa-miR-3150b-3p	0	2	0	0	0	0	0	3	19	2	0	0	0
hsa-miR-548e-5p	6	12	11	15	6	12	7	34	224	46	6	20	3
hsa-miR-2277-3p	3	3	7	6	2	2	0	2	69	10	0	2	5
hsa-miR-548j-3p	0	0	0	0	0	0	0	2	12	6	0	0	0
hsa-miR-6882-5p	0	0	0	0	0	0	0	0	17	7	0	3	0
hsa-miR-125b-5p	40	34	50	66	28	32	31	72	651	69	78	34	30
hsa-miR-3130-5p	0	0	0	0	0	0	0	2	10	2	2	0	0
hsa-miR-4516	0	0	0	0	0	0	0	0	6	0	2	0	0
hsa-miR-7856-5p	0	0	0	2	0	0	0	0	5	0	0	0	0
hsa-miR-21-5p	2680	4095	6925	3513	1788	8304	2462	27539	100360	33362	2534	4444	2236
hsa-miR-24-1-5p	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-3688-3p	2	5	3	2	0	0	0	8	45	11	2	5	0
hsa-miR-4512	0	0	2	0	0	0	0	0	9	0	0	0	2
hsa-miR-1273h-3p	211	238	128	176	110	56	136	164	1911	134	169	129	186
hsa-miR-4511	2	0	7	2	2	3	3	10	80	9	2	3	0
hsa-miR-1292-5p	0	7	0	2	0	0	0	5	37	5	2	2	0
hsa-miR-224-5p	288	501	377	309	108	94	281	264	3226	231	124	362	216
hsa-miR-500b-5p	0	0	0	0	0	0	0	0	3	1	0	0	0
hsa-miR-6876-5p	0	0	0	0	0	0	0	0	5	0	0	0	0
hsa-miR-6515-5p	2	4	5	4	3	2	0	2	46	15	0	4	0
