name	SRX258935	SRX258931	SRX258933	SRX258932	SRX258926	SRX258927	SRX258937	SRX258936	SRX258930	SRX258934	SRX258939	SRX258938	SRX258928	SRX258929
IG_V_gene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
guide_RNA #sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
misc_RNA#antisense	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.0	0.0	0.0	0.0
Mt_rRNA#sense	0.01	0.01	0.01	0.01	0.0	0.0	0.01	0.02	0.01	0.01	0.0	0.01	0.0	0.0
ribozyme#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcribed_unitary_pseudogene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sense_intronic#sense	0.12	0.08	0.12	0.15	0.11	0.06	0.16	0.23	0.07	0.13	0.06	0.07	0.05	0.05
TEC#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mt_tRNA#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IG_C_gene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pseudogene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
otherRNA#sense	0.06	0.03	0.02	0.02	0.01	0.01	0.02	0.02	0.04	0.06	0.05	0.05	0.06	0.06
TR_V_pseudogene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gRNA#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mature#sense	54.53	60.7	69.65	66.76	78.88	78.27	69.45	67.98	64.59	54.03	72.93	68.52	75.91	76.73
vault_RNA #sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
microRNA#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
otherRNA#antisense	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0
non_coding#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IG_J_pseudogene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
polymorphic_pseudogene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
non_stop_decay#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
processed_pseudogene#sense	0.03	0.02	0.02	0.03	0.01	0.01	0.03	0.04	0.01	0.03	0.02	0.02	0.01	0.01
Mt_rRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
lincRNA#sense	0.99	0.61	0.52	0.87	0.45	0.37	0.96	1.55	0.26	1.04	0.97	0.93	0.61	0.66
sense_overlapping#antisense	0.03	0.01	0.02	0.02	0.01	0.01	0.03	0.03	0.01	0.03	0.02	0.02	0.02	0.02
IG_C_gene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
retained_intron#antisense	0.15	0.08	0.07	0.1	0.04	0.04	0.1	0.12	0.05	0.15	0.12	0.12	0.07	0.08
transcribed_unprocessed_pseudogene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
snRNA#sense	0.35	0.27	0.13	0.11	0.05	0.05	0.15	0.17	0.31	0.36	0.23	0.24	0.16	0.17
lncRNA#sense	0.96	1.12	0.54	0.72	0.36	0.32	0.96	1.35	0.96	0.99	0.91	0.92	0.53	0.56
hairpin#sense	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
non_coding#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
antisense_RNA#antisense	0.43	0.21	0.18	0.32	0.14	0.12	0.32	0.52	0.11	0.44	0.36	0.35	0.22	0.23
macro_lncRNA#sense	0.02	0.0	0.01	0.01	0.0	0.0	0.01	0.01	0.0	0.02	0.02	0.02	0.01	0.01
miRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
unitary_pseudogene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
miRNA#sense	0.16	0.16	0.1	0.19	0.13	0.17	0.18	0.31	0.17	0.17	0.2	0.2	0.21	0.21
mature#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
snoRNA#sense	0.02	0.01	0.02	0.01	0.01	0.01	0.01	0.02	0.01	0.02	0.02	0.02	0.02	0.02
TR_V_gene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3prime_overlapping_ncRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0
un-assigned	16.153919298507116	9.787806453017188	10.63350295221903	11.10144993439663	5.427012443333036	4.673541614521106	8.452875156905053	8.042778213495106	9.407958656460494	16.136723377963488	9.282819535436985	10.34335602982968	6.51199004318341	6.723609165361477
nonsense_mediated_decay#sense	0.09	0.05	0.04	0.07	0.03	0.03	0.06	0.08	0.03	0.09	0.08	0.08	0.04	0.05
non_stop_decay#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
translated_processed_pseudogene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
asRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scaRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
piRNA#sense	0.03	0.03	0.02	0.01	0.01	0.01	0.02	0.02	0.02	0.03	0.03	0.03	0.02	0.02
srpRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcribed_unprocessed_pseudogene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scRNA#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcribed_processed_pseudogene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
nonsense_mediated_decay#antisense	0.06	0.04	0.03	0.04	0.02	0.02	0.04	0.04	0.03	0.06	0.06	0.06	0.04	0.05
sRNA#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
snRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
srpRNA#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
unprocessed_pseudogene#sense	0.01	0.0	0.0	0.01	0.0	0.0	0.01	0.01	0.0	0.01	0.01	0.01	0.01	0.01
TR_J_gene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.0	0.0	0.0	0.0	0.0	0.0
macro_lncRNA#antisense	0.01	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.01	0.01	0.01	0.0	0.01
transcribed_processed_pseudogene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3prime_overlapping_ncRNA#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
lincRNA#antisense	2.28	1.58	1.65	1.86	0.92	0.85	1.35	1.72	1.45	2.32	1.41	1.48	1.04	1.09
sense_intronic#antisense	0.07	0.01	0.02	0.03	0.02	0.01	0.03	0.05	0.0	0.07	0.06	0.06	0.04	0.04
misc_RNA#sense	0.11	0.02	0.04	0.06	0.03	0.03	0.05	0.08	0.02	0.11	0.08	0.09	0.09	0.08
snoRNA#antisense	0.01	0.0	0.0	0.01	0.0	0.0	0.01	0.01	0.0	0.01	0.01	0.01	0.0	0.0
scaRNA#sense	0.02	0.01	0.01	0.01	0.02	0.02	0.01	0.01	0.01	0.02	0.04	0.04	0.05	0.05
polymorphic_pseudogene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TEC#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IG_V_gene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
