name	SRX258935	SRX258931	SRX258933	SRX258932	SRX258926	SRX258927	SRX258937	SRX258936	SRX258930	SRX258934	SRX258939	SRX258938	SRX258928	SRX258929
hsa-miR-30d-3p	80	117	36	38	80	148	47	32	101	76	76	110	189	154
hsa-miR-551b-3p	5	4	4	4	24	16	25	13	9	0	5	2	6	7
hsa-miR-455-5p	690	40	87	58	165	230	267	165	26	563	910	1099	1080	1217
hsa-miR-448	6	0	4	5	5	6	0	0	4	0	6	2	11	4
hsa-miR-301b-3p	0	6	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-152-3p	366	12	90	51	183	173	58	35	24	358	473	669	804	834
hsa-miR-9-5p	89029	3213	10390	8732	14547	20743	18959	12846	3056	78550	88647	133918	212769	196799
hsa-miR-10a-5p	2800	37752	7465	5516	4810	5348	1293	785	37863	2515	3821	5481	5423	5351
hsa-miR-6511a-3p	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-4799-5p	0	5	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-550a-5p	2	2	2	2	8	9	0	0	0	0	0	0	9	7
hsa-miR-10527-5p	76	10	9	48	43	80	28	11	0	56	61	105	104	105
hsa-miR-3143	0	0	0	0	3	2	0	0	0	0	0	2	2	3
hsa-miR-203b-3p	2	0	0	0	0	0	2	0	0	0	0	2	4	0
hsa-miR-7854-3p	0	0	0	0	0	3	0	0	0	0	0	0	0	0
hsa-miR-92b-5p	82	4	32	13	10	22	2	0	2	62	78	104	99	104
hsa-miR-338-3p	73	431	1226	1097	3339	3870	494	400	375	49	91	89	146	143
hsa-miR-3939	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-222-3p	9127	3226	2632	2359	5394	6088	2046	1482	3159	7726	9167	12670	13921	15094
hsa-miR-4659b-3p	0	0	0	0	2	0	0	0	0	0	0	0	0	0
hsa-miR-6513-3p	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4753-5p	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3138	2	0	0	0	0	0	0	0	2	2	0	0	11	13
hsa-miR-211-5p	3	8	6	8	15	28	6	5	9	6	2	5	10	7
hsa-miR-1307-3p	672	54	119	75	144	184	59	21	54	590	537	709	697	846
hsa-miR-653-3p	0	0	0	0	3	0	3	0	0	0	2	0	0	0
hsa-miR-129-5p	182230	2354	3502	4996	4472	7737	5237	4502	2303	154128	129558	167678	142024	150768
hsa-miR-182-5p	90	1555	154	177	343	388	96	83	1619	64	100	135	287	338
hsa-miR-187-3p	142	71	40	45	83	125	54	34	68	114	177	190	239	235
hsa-miR-205-5p	0	0	5	0	6	4	13	6	2	0	0	0	0	2
hsa-miR-379-3p	12	22	3	6	9	15	23	6	30	12	20	11	29	34
hsa-miR-5587-3p	0	3	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-758-5p	3	13	110	108	179	201	127	65	10	0	2	0	2	0
hsa-miR-429	0	0	0	2	2	0	0	2	0	4	0	3	0	0
hsa-miR-455-3p	3	4	13	23	52	101	47	44	0	0	0	3	0	0
hsa-miR-6741-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-147b-5p	0	0	0	0	0	0	0	0	0	0	0	0	2	2
hsa-miR-421	456	1611	2653	3937	2921	4547	1546	1327	1821	374	379	618	749	743
hsa-miR-9-3p	96900	4350	63490	41141	150422	167301	98224	53183	4659	82216	78948	103767	102159	102730
hsa-miR-10a-3p	32	8	7	8	9	7	2	4	6	25	31	32	48	42
hsa-miR-193b-5p	197	22	49	19	17	36	10	4	9	173	115	146	131	123
hsa-miR-374a-5p	4	23	2	0	3	0	12	7	13	0	7	5	14	17
hsa-miR-141-3p	0	35	13	8	11	7	0	0	13	0	0	0	0	3
hsa-miR-92b-3p	9956	109706	23724	34243	19699	31332	17371	15040	109556	8188	9286	12268	10522	10222
hsa-miR-26a-1-3p	760	492	126	69	279	387	145	62	478	564	693	923	1005	1168
hsa-miR-6735-5p	0	3	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1185-2-3p	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-4485-3p	0	0	0	0	0	3	0	0	0	0	0	0	0	0
hsa-miR-491-5p	0	0	6	2	4	6	4	0	0	0	0	2	0	0
hsa-miR-487a-5p	90	2	14	15	35	62	22	14	0	70	64	81	138	164
hsa-miR-95-3p	5	0	0	4	0	2	0	0	0	6	0	9	0	4
hsa-miR-6805-5p	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-let-7e-5p	1714	1917	462	330	729	812	353	230	1891	1580	1676	2330	3223	3102
hsa-miR-7-1-3p	35	44	101	109	390	434	464	269	61	29	60	55	68	97
hsa-miR-124-5p	87	5	34	26	60	71	68	34	0	71	53	79	118	83
hsa-miR-485-5p	3	4	0	0	4	10	0	0	3	0	0	0	34	49
hsa-miR-182-3p	0	0	2	0	0	3	0	0	0	0	0	0	0	0
hsa-miR-508-5p	0	0	0	0	0	2	0	0	0	0	0	0	2	0
hsa-miR-3909	0	0	0	0	0	2	2	0	0	0	0	0	0	0
hsa-miR-3907	0	4	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-758-3p	56	173	208	233	223	313	144	135	194	42	33	100	103	94
hsa-miR-122b-5p	7	0	0	0	0	0	0	0	0	8	8	12	2	6
hsa-miR-6852-5p	0	2	0	0	4	10	0	2	16	0	0	0	8	5
hsa-miR-128-2-5p	61	163	53	32	54	55	18	3	218	51	91	129	126	130
hsa-miR-765	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-764	9	0	0	7	0	6	2	8	0	4	6	2	11	5
hsa-miR-363-5p	0	0	0	0	0	0	0	0	0	0	0	2	0	2
hsa-miR-760	33963	1781	7248	6062	5327	6933	4067	2644	1772	29373	22224	29065	23085	25440
hsa-miR-193b-3p	34	24	245	270	447	529	655	527	46	13	31	45	24	18
hsa-miR-218-2-3p	8	14	13	3	15	19	8	10	0	11	17	33	18	13
hsa-miR-1343-3p	345	79	182	110	298	321	90	83	141	269	532	673	792	749
hsa-miR-5192	0	0	0	0	0	0	0	0	0	0	0	0	0	3
hsa-miR-374a-3p	0	0	0	5	5	4	0	0	2	3	0	4	8	5
hsa-miR-146a-5p	2474	9463	11472	6975	28193	26021	3909	2482	9272	2181	2205	3126	7003	6640
hsa-miR-20a-5p	187	7	56	16	94	131	98	37	12	136	238	295	676	644
hsa-miR-5190	0	0	0	0	0	0	0	0	4	0	0	0	0	0
hsa-miR-1297	0	0	0	2	1	1	4	2	0	0	1	0	0	0
hsa-miR-4433b-5p	0	4	0	2	6	12	0	0	11	0	0	2	9	12
hsa-miR-1294	0	2	0	0	0	0	0	0	0	0	0	0	3	0
hsa-miR-1291	2	0	0	3	2	2	2	0	3	0	3	5	0	5
hsa-miR-433-5p	0	0	0	4	2	0	0	2	0	0	0	2	0	0
hsa-miR-625-5p	0	0	0	0	3	2	0	0	0	0	0	0	0	2
hsa-miR-491-3p	0	0	0	2	3	2	0	0	0	0	0	0	0	0
hsa-miR-1908-5p	8	0	3	2	10	12	0	0	0	12	0	4	22	36
hsa-miR-32-5p	150	38	15	34	73	168	46	18	40	125	152	175	225	206
hsa-miR-487a-3p	10	14	4	3	51	41	17	19	25	0	6	7	33	23
hsa-let-7e-3p	118	53	37	69	86	194	77	98	58	116	186	228	338	326
hsa-miR-550a-3-5p	0	0	0	0	3	1	0	0	0	0	0	0	1	3
hsa-miR-548j-5p	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-3059-5p	0	0	1	0	3	1	2	2	3	0	3	2	4	2
hsa-miR-548o-3p	0	3	0	0	0	3	0	0	0	0	0	2	4	10
hsa-miR-124-3p	30010	15470	510278	840548	656359	878802	494184	463342	12808	24532	22750	27003	36555	34825
hsa-miR-485-3p	11	4	7	9	13	12	5	5	5	11	27	33	34	25
hsa-miR-503-5p	9	0	5	11	23	20	15	2	0	8	11	8	25	19
hsa-miR-1284	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ebv-miR-BART18-3p	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-196b-5p	0	0	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-642b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-363-3p	315	539	650	512	1981	2544	558	361	530	212	340	384	721	711
hsa-miR-451a	2351	2803	3484	3231	69277	75547	9098	5772	2829	1794	3560	4222	18839	20136
hsa-miR-3187-3p	0	0	0	0	2	0	0	0	0	0	0	2	2	0
hsa-miR-514a-3p	9	2	2	2	8	11	2	0	4	10	8	19	28	19
hsa-miR-216b-5p	68	10	34	9	69	75	30	20	6	64	74	81	115	135
Hsa-Mir-599_5p	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-146a-3p	0	0	6	13	18	19	2	4	0	0	0	0	0	6
hsa-miR-1278	0	0	0	0	0	0	0	0	0	0	0	0	2	3
hsa-miR-378i	0	0	0	0	0	0	0	0	0	0	0	4	4	0
hsa-miR-1251-5p	78	23	90	128	178	289	141	137	41	48	76	63	69	84
hsa-miR-4433b-3p	18	0	2	0	10	9	2	0	8	31	6	4	131	158
hsa-miR-378g	188	12	59	68	74	150	42	35	37	126	167	241	243	237
hsa-miR-378f	0	0	0	0	0	0	0	0	0	2	0	2	2	0
hsa-miR-378e	1	0	0	0	0	0	0	0	0	3	1	6	2	2
hsa-miR-1270	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsv1-miR-H18	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-378d	161	13	10	17	20	24	27	5	9	149	174	251	180	219
hsa-miR-9983-3p	0	0	0	0	0	0	0	0	0	0	0	4	9	4
hsa-miR-378c	225	33	15	27	39	52	48	26	30	211	241	368	312	335
hsa-miR-3065-3p	0	0	0	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-433-3p	43988	1583	5521	6818	5335	7953	5106	3694	1503	37231	34226	47186	49840	46722
hsa-miR-378b	16	4	4	13	12	15	6	3	0	8	15	29	46	15
hsa-miR-625-3p	9	5	0	2	10	19	0	0	5	17	2	7	119	123
hsa-miR-1908-3p	0	0	0	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-32-3p	0	0	0	0	0	3	2	0	0	0	2	0	0	2
hsa-miR-154-5p	122	39	30	32	56	63	159	90	51	71	71	87	86	73
hsa-miR-4777-3p	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-548e-5p	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-3059-3p	5	0	0	0	8	7	3	4	0	2	4	3	4	6
hsa-miR-6829-5p	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-125b-5p	38210	26996	105261	71552	124133	136507	30636	18459	31051	33149	44079	62072	70306	67837
hsa-miR-21-5p	28094	5474	2076	1424	5173	5502	3257	1738	5450	23725	25289	32220	49874	51558
hsa-miR-24-1-5p	57	0	7	11	29	38	23	11	0	48	84	85	105	119
hsa-miR-1264	42	23	84	94	275	512	420	343	9	28	81	107	155	96
hsa-miR-1273h-3p	4	3	0	0	2	3	0	0	5	0	2	0	13	18
hsa-miR-1292-5p	0	0	0	0	4	0	4	0	0	0	0	0	2	2
hsa-miR-4510	11	2	4	3	4	4	2	2	6	12	10	16	33	37
hsa-miR-224-5p	12	6	33	27	78	59	6	0	0	18	20	38	46	39
hsa-miR-500b-5p	0	0	6	10	16	18	3	8	0	0	0	1	0	0
hsa-miR-6515-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	3
hsa-miR-3124-5p	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-23a-5p	2	0	0	0	0	0	0	0	0	2	0	0	12	9
hsa-miR-195-5p	176	834	531	343	1419	1674	893	487	651	135	139	212	322	312
hsa-miR-216b-3p	2	0	6	2	5	0	6	3	0	0	0	0	0	4
hsa-miR-579-5p	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-218-5p	10654	735	343	373	1374	2122	1912	1319	656	8337	14843	16641	20092	21479
hsa-miR-4508	11	0	0	0	0	0	0	0	0	10	6	13	10	9
hsa-miR-655-5p	0	0	3	0	0	2	0	0	0	0	0	0	2	0
hsa-miR-6509-5p	0	4	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1251-3p	0	0	0	2	0	0	0	0	0	0	0	0	0	4
hsa-miR-1273c	0	0	0	0	0	0	0	0	0	0	0	3	0	0
hsa-miR-549a-3p	0	0	0	0	0	0	0	0	0	0	0	0	3	0
hsa-miR-30a-5p	27793	35274	19562	18011	27399	38250	18038	10803	33181	24812	25641	38914	56321	52477
hsa-miR-154-3p	23	24	117	76	251	313	307	143	28	21	35	58	84	71
hsa-miR-106b-5p	54	16	27	24	212	202	135	98	10	34	68	119	123	130
hsa-miR-27b-5p	5	0	2	0	7	10	4	0	14	3	6	5	11	13
hsa-miR-548e-3p	0	5	3	0	9	15	3	0	5	0	0	2	14	16
hsa-miR-10395-3p	0	0	0	0	0	0	0	0	0	2	2	3	0	0
hsa-miR-1248	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-199b-5p	21	7	42	37	83	139	44	25	7	16	13	28	71	57
hsa-miR-21-3p	21	501	66	101	277	406	34	19	405	18	2	10	84	73
hsa-miR-143-5p	24	0	41	23	104	72	51	26	0	36	58	66	75	87
hsa-miR-1246	10	0	0	0	0	2	0	0	0	6	2	10	9	3
hsa-miR-548l	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-548k	0	0	0	2	5	3	0	0	0	0	0	0	3	0
hsa-miR-335-5p	513	655	8711	5121	15488	16072	6069	3099	740	393	439	546	768	741
hsa-miR-224-3p	0	0	0	0	4	11	0	0	0	0	0	0	0	0
hsa-miR-411-5p	1396	812	519	1180	821	1450	1103	1031	655	1060	1552	2147	2530	2622
hsa-miR-219b-5p	0	0	0	0	4	2	0	3	0	0	0	0	2	0
hsa-miR-34b-5p	7	18	0	0	0	4	0	0	37	7	7	2	17	15
hsa-miR-500b-3p	1	0	2	5	3	5	6	1	0	2	0	4	5	4
hsa-miR-23a-3p	3207	204	782	1222	1570	2396	2966	2444	209	2661	3693	4776	5080	4947
