name	SRX395539	SRX395538	SRX395537	SRX395536	SRX395535	SRX395548	SRX395542	SRX395543	SRX395540	SRX395541	SRX395546	SRX395547	SRX395544	SRX395545
hsa-miR-4492	21	12	22	24	26	0	13	7	15	17	5	1	6	6
hsa-miR-331-5p	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-494-3p	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-30b-5p	0	4	0	0	2	3	0	0	0	0	0	2	0	0
hsa-miR-501-3p	17	4	7	2	4	0	0	0	3	7	7	0	2	5
hsa-miR-138-2-3p	3	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-451a	51	27	75	55	23	2	9	41	33	8	6	17	11	14
hsa-miR-1912-5p	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-92b-5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-146b-5p	76	21	50	6	14	5	5	7	12	23	28	14	21	18
hsa-miR-199a-3p	31	13	29	7	12	3	9	3	7	13	12	11	8	7
hsa-miR-23b-3p	15	11	20	3	8	0	3	4	3	6	7	3	6	7
hsa-miR-432-5p	769	461	802	157	238	137	298	216	532	452	317	371	387	327
hsa-miR-1297	0	2	3	0	1	0	0	0	0	3	0	2	0	0
hsa-miR-499a-5p	15	5	16	4	4	2	5	0	10	7	5	6	9	5
hsa-miR-15b-3p	0	0	2	0	0	0	0	2	0	0	0	0	0	4
hsa-miR-147b-3p	3	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-181a-2-3p	15	5	11	2	3	4	0	0	6	9	4	5	0	2
hsa-miR-4523	3	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1291	9	2	3	2	4	0	0	0	0	0	2	4	0	3
hsa-miR-181c-3p	21	17	27	5	10	0	3	5	8	18	5	8	6	6
hsa-miR-1290	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Hsa-Mir-9851_3p	1	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-192-5p	33	17	33	15	25	4	8	11	36	33	16	15	15	11
hsa-miR-3120-3p	2	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4488	63	93	62	40	41	0	14	14	36	32	23	47	9	27
hsa-miR-216b-5p	6	0	6	0	0	0	0	0	3	0	0	0	0	0
hsa-let-7e-5p	15	12	5	4	0	2	2	3	5	10	0	9	9	5
hsa-miR-362-3p	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-301a-3p	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-337-3p	0	2	3	2	0	0	2	2	0	2	0	0	0	0
hsa-let-7a-2-3p	1	2	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-378g	3	2	3	0	0	0	0	0	0	5	2	2	0	2
hsa-miR-188-5p	3	5	7	0	2	0	0	0	2	2	2	2	0	3
hsa-miR-378e	0	1	1	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-151a-5p	2	3	5	1	0	0	0	0	4	4	2	0	0	0
hsa-miR-378d	28	13	24	7	7	7	9	6	14	18	8	11	13	10
hsa-miR-378c	35	17	22	6	8	7	9	4	13	17	11	15	12	8
hsa-miR-140-5p	20	11	38	7	10	5	9	4	21	24	12	21	8	20
hsa-miR-378b	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-93-5p	58	56	94	14	20	6	10	17	50	58	23	46	32	28
hsa-miR-135a-5p	0	2	2	0	2	0	0	0	3	0	0	0	0	0
hsa-miR-4516	3	7	3	2	0	0	0	0	0	0	0	6	0	6
hsa-miR-150-3p	0	0	0	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-539-3p	0	2	6	0	0	0	0	0	0	3	0	0	0	0
hsa-miR-543	173	125	211	49	69	46	79	50	172	152	65	119	95	71
hsa-miR-10396a-5p	2	9	0	1	1	0	0	0	0	0	0	0	0	3
hsa-miR-7704	0	0	2	3	2	0	0	0	0	0	0	0	0	2
hsa-miR-379-3p	2	0	0	0	2	0	0	0	0	2	0	0	2	3
hsa-miR-411-3p	6	6	9	0	0	4	0	0	2	2	8	3	0	0
hsa-miR-136-5p	73	44	106	24	21	6	8	15	49	64	33	33	30	37
hsa-miR-331-3p	0	0	0	0	0	0	0	0	2	0	0	0	0	4
hsa-miR-299-3p	26	18	19	4	14	7	10	2	21	21	19	12	8	15
hsa-miR-1296-5p	16	3	11	2	3	2	0	0	4	18	5	11	0	5
hsa-miR-16-5p	242	192	309	75	116	58	66	67	153	197	115	102	107	87
hsa-miR-92b-3p	345	182	255	100	115	58	65	41	240	213	130	183	45	122
hsa-miR-199b-5p	4	2	6	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-935	0	2	0	0	0	0	0	0	0	0	0	0	0	3
hsa-miR-432-3p	0	0	2	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-182-5p	2	0	2	0	0	0	0	0	0	3	0	0	0	0
hsa-miR-4508	22	26	26	23	27	2	4	12	16	18	8	5	5	8
hsa-miR-181d-5p	337	183	420	88	124	59	106	115	204	234	131	178	160	156
hsa-miR-129-1-3p	2	3	0	0	0	0	0	0	0	0	1	3	0	2
hsa-let-7e-3p	0	0	0	0	0	0	0	2	3	2	0	0	0	0
hsa-miR-338-5p	0	0	5	0	0	0	0	0	0	2	2	0	0	0
hsa-miR-496	4	0	4	2	2	0	0	0	0	0	2	0	0	0
hsa-miR-10a-5p	67	54	83	24	25	16	20	14	64	51	38	29	20	32
hsa-miR-105-5p	103	68	99	18	18	11	21	26	73	58	32	35	32	23
hsa-miR-188-3p	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-151a-3p	1201	698	1121	306	462	209	310	215	586	856	499	429	315	403
hsa-miR-140-3p	1692	1300	1864	445	640	359	308	271	1068	1339	847	725	517	680
hsa-miR-196a-5p	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-93-3p	0	2	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-20b-5p	2	0	2	0	2	0	0	0	0	3	0	0	3	0
hsa-miR-1264	0	6	2	0	0	0	0	0	5	2	0	4	2	2
hsa-miR-1261	0	0	0	0	2	0	0	0	0	0	0	0	0	0
hsa-miR-126-5p	285	176	371	65	136	59	104	87	237	204	130	167	168	145
hsa-miR-7848-3p	0	0	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-655-3p	12	8	13	0	5	2	0	2	12	6	0	5	7	7
hsa-miR-10396a-3p	3	22	4	3	0	0	0	1	0	0	1	0	0	9
hsa-miR-31-5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-484	29	12	14	2	6	2	0	0	13	8	5	10	2	4
hsa-miR-30c-5p	22	5	15	0	2	2	0	2	8	14	0	5	4	0
hsa-miR-495-3p	117	110	124	32	43	26	34	28	135	99	53	72	35	47
hsa-miR-136-3p	473	299	469	123	156	92	77	89	313	383	227	231	161	175
hsa-miR-502-3p	65	51	91	25	17	12	12	17	50	53	29	26	39	20
hsa-miR-1296-3p	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-342-3p	0	2	2	2	0	0	0	0	0	2	0	0	0	0
hsa-miR-128-1-5p	3	0	2	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-199b-3p	15	6	14	4	5	2	4	1	4	7	6	6	4	3
hsa-miR-676-3p	158	99	167	38	41	16	44	42	104	77	52	55	55	35
hsa-let-7f-1-3p	0	2	0	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-514a-3p	0	0	2	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-767-5p	87	71	115	8	38	16	26	22	69	79	34	48	32	57
hsa-let-7f-5p	109	59	144	33	42	40	42	36	92	107	56	92	76	57
hsa-miR-4448	226	129	169	86	103	30	84	55	263	138	49	87	36	49
hsa-miR-363-3p	7	4	9	0	2	0	0	2	8	8	2	0	3	2
hsa-miR-338-3p	15	10	13	2	7	0	0	0	6	12	3	2	5	2
hsa-miR-135a-2-3p	5	0	2	0	0	0	0	0	3	2	0	0	2	2
hsa-miR-4443	2	2	0	3	0	0	8	4	0	0	2	0	2	0
hsa-miR-6529-5p	518	235	350	72	87	70	75	50	324	266	162	216	133	130
hsa-miR-210-3p	6	0	5	2	5	0	0	0	0	2	0	2	0	2
hsa-miR-125a-5p	1782	1630	2044	630	925	471	548	321	1542	1506	917	1094	539	927
hsa-miR-10a-3p	2	0	0	0	2	0	0	0	0	2	0	0	0	0
hsa-miR-660-5p	223	137	285	47	87	32	58	35	190	152	98	131	99	121
hsa-miR-105-3p	5	4	13	2	2	0	2	0	3	5	0	2	4	5
hsa-miR-450a-5p	7	4	2	0	0	0	0	0	7	2	6	2	0	4
hsa-miR-221-5p	13	12	13	4	2	0	2	4	9	11	2	4	5	3
hsa-miR-1248	2	0	2	0	7	0	4	5	0	0	0	2	0	0
hsa-miR-135b-5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1246	6	6	7	0	3	0	3	0	3	0	4	2	0	8
hsa-miR-21-5p	1806	968	2026	460	653	445	449	370	1211	1422	863	984	807	623
hsa-miR-126-3p	321	210	383	68	134	60	90	78	211	237	120	127	132	99
hsa-miR-485-3p	5	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-10396b-5p	5	22	0	1	1	0	0	0	0	0	3	0	0	11
hsa-miR-217-5p	3	2	3	0	0	0	0	0	5	2	0	0	0	0
hsa-miR-107	151	115	183	38	47	26	31	20	126	117	71	69	50	59
hsa-miR-137-5p	14	3	6	0	2	0	3	0	2	0	3	2	2	0
hsa-miR-4791	0	9	2	0	0	0	0	0	0	0	0	0	0	5
hsa-miR-503-5p	4	0	2	0	0	2	0	0	2	2	0	0	0	0
hsa-miR-423-5p	616	186	312	98	123	62	104	65	281	252	217	191	127	119
hsa-miR-17-5p	15	4	6	4	0	0	0	2	0	2	3	0	3	0
hsa-miR-1224-5p	168	94	98	32	31	19	20	18	103	78	33	56	38	44
hsa-miR-183-5p	4	3	5	0	0	2	0	0	0	2	0	4	0	2
hsa-miR-433-3p	2063	1409	2117	515	730	358	576	437	1330	1420	893	924	624	710
hsa-miR-328-3p	461	316	355	116	163	70	71	41	355	274	164	206	65	145
hsa-miR-129-2-3p	5	7	0	0	0	0	0	0	0	2	1	0	0	4
hsa-miR-4429	0	0	0	0	0	0	0	0	0	4	0	0	0	0
hsa-miR-1197	2	2	7	0	2	0	0	3	3	4	0	2	2	2
hsa-miR-339-5p	6	6	11	4	3	3	0	0	6	8	5	7	4	5
hsa-miR-106b-5p	10	0	5	4	2	2	0	0	7	10	2	2	7	2
hsa-miR-10395-3p	0	3	0	0	0	0	0	0	0	0	0	0	0	3
hsa-miR-211-5p	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-133a-3p	2	1	6	0	1	0	0	0	0	2	1	3	0	3
hsa-miR-5100	82	79	92	76	102	10	48	42	35	96	16	13	10	27
hsa-miR-6529-3p	22	4	9	2	0	0	4	2	18	12	3	8	2	0
hsa-miR-490-5p	4	0	6	2	0	0	0	0	6	3	0	2	2	0
hsa-miR-125a-3p	16	24	28	4	7	3	2	4	27	15	11	14	12	7
hsa-miR-10b-5p	55	33	34	14	15	13	3	4	44	29	15	34	12	24
hsa-miR-660-3p	0	0	0	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-517c-3p	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-221-3p	1393	1008	1810	288	509	327	560	310	1291	962	800	946	841	715
hsa-miR-889-3p	391	226	437	94	137	134	101	113	322	352	267	299	222	197
hsa-miR-487a-5p	6	0	6	0	0	0	0	0	0	3	0	0	0	0
hsa-miR-203a-3p	51	52	151	82	25	12	37	15	60	680	36	42	14	17
hsa-miR-21-3p	0	0	2	0	3	0	0	2	2	0	0	2	0	0
hsa-miR-127-5p	21	29	21	5	7	5	5	2	12	17	9	10	0	5
hsa-miR-486-5p	204	200	290	53	41	35	21	28	232	125	107	165	65	114
hsa-miR-656-3p	93	57	74	18	35	23	10	12	69	67	42	50	33	34
hsa-miR-10396b-3p	7	43	7	6	0	0	0	2	0	0	3	0	0	18
hsa-miR-32-5p	7	0	4	0	2	0	0	2	4	3	0	5	0	3
hsa-miR-6131	25	19	21	12	11	2	9	10	17	10	14	20	12	10
hsa-miR-137-3p	48	47	81	15	26	9	6	10	37	29	37	28	20	18
hsa-miR-30d-5p	1153	520	778	368	504	207	315	220	366	658	475	290	244	386
hsa-miR-7-5p	34	27	51	8	27	6	36	23	32	44	24	12	40	23
hsa-miR-423-3p	373	271	404	81	125	68	44	32	362	258	185	210	88	162
hsa-miR-128-2-5p	0	2	2	0	0	0	0	0	2	2	0	0	0	0
hsa-miR-873-5p	93	74	114	23	29	22	17	25	78	82	48	44	33	39
hsa-miR-100-5p	3369	1868	2589	927	1273	606	1006	746	1580	2074	1294	1153	1058	1032
hsa-let-7f-2-3p	4	0	4	0	0	0	0	0	4	4	2	4	0	2
hsa-miR-514b-3p	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-409-5p	4	0	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-28-5p	3	0	7	0	2	0	0	0	9	0	0	0	3	3
hsa-miR-194-5p	3	3	11	0	2	3	0	3	3	7	3	5	2	4
hsa-miR-6128	0	0	0	2	2	0	0	0	0	0	4	0	0	0
hsa-let-7g-5p	892	595	1073	231	331	196	333	387	765	752	445	585	628	406
hsa-miR-339-3p	94	71	85	31	22	15	3	11	40	48	30	19	14	22
ebv-miR-BART13-5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-455-5p	42	15	41	11	21	2	8	13	32	25	15	22	19	19
hsa-miR-106b-3p	31	18	32	7	10	2	7	4	16	14	13	10	9	9
hsa-miR-625-3p	4	0	2	0	0	0	0	0	2	0	3	0	0	0
hsa-miR-125b-5p	3344	2289	2854	1113	1508	679	839	580	1816	2265	1453	1437	737	1234
hsa-miR-490-3p	71	67	83	21	28	20	16	10	62	70	55	42	17	24
hsa-miR-99a-5p	19491	11402	18036	5061	7533	3126	4601	3541	11392	11618	7602	7792	5279	6610
hsa-miR-450b-5p	15	6	17	4	6	2	5	4	9	13	7	11	4	5
hsa-miR-142-5p	87	76	91	9	12	7	7	5	28	47	39	27	19	39
hsa-miR-671-3p	3	0	0	0	0	0	0	0	2	0	0	0	2	0
hsa-miR-487a-3p	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3074-5p	5	2	0	0	0	0	0	0	4	4	0	0	0	2
hsa-miR-22-5p	17	12	25	2	8	7	5	6	8	9	10	7	8	5
hsa-miR-152-3p	107	77	143	25	36	34	23	26	65	86	45	61	55	43
hsa-miR-486-3p	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-127-3p	2907	2125	3059	831	1143	700	905	647	1823	2324	1849	1715	1235	1479
hsa-miR-218-5p	1441	1180	1733	469	576	277	304	307	1258	1153	657	940	448	644
hsa-let-7a-5p	536	387	649	157	249	132	235	178	491	425	258	385	326	241
hsa-miR-138-5p	3426	2490	4696	1049	1449	739	1128	979	2877	3014	1728	1955	1565	1464
hsa-miR-497-5p	21	9	17	4	0	10	2	4	19	7	6	6	5	9
hsa-miR-30d-3p	4	2	2	0	0	0	0	0	0	3	0	0	2	0
hsa-miR-424-5p	0	0	3	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-103a-3p	321	253	417	81	109	57	68	50	291	266	160	156	114	134
hsa-miR-421	39	18	44	5	18	0	9	12	17	19	14	7	11	11
hsa-miR-758-5p	0	2	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1298-5p	72	63	88	33	60	13	12	26	41	59	42	41	12	39
hsa-miR-873-3p	43	24	37	11	7	7	2	2	23	41	15	18	16	15
hsa-miR-409-3p	71	42	43	20	14	11	18	13	45	33	22	37	31	21
hsa-miR-28-3p	16	14	25	0	2	4	7	0	9	14	4	6	2	6
Hsa-Mir-3085_3p	0	0	0	0	0	0	0	0	2	2	0	0	0	0
hsa-miR-329-3p	68	33	56	7	15	10	14	10	19	40	25	16	16	18
hsa-miR-615-3p	0	0	0	0	0	0	0	0	0	0	2	3	0	0
hsa-miR-193a-3p	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7g-3p	7	0	2	0	0	0	0	0	0	3	0	0	0	0
hsa-miR-24-1-5p	12	5	10	2	5	0	2	2	2	8	2	3	0	3
hsa-miR-651-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-212-5p	27	29	48	5	16	6	5	5	35	32	19	15	8	14
hsa-miR-375-3p	5	4	8	0	8	0	0	0	9	14	2	4	3	11
hsa-miR-132-5p	94	63	103	8	24	9	14	8	51	52	23	29	15	24
hsa-miR-29a-3p	1249	964	1422	395	507	309	268	285	913	1097	624	713	402	551
hsa-miR-450a-1-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-99a-3p	0	7	4	0	2	2	0	0	4	3	0	2	0	0
hsa-miR-222-3p	399	305	397	131	171	75	96	53	279	302	174	176	133	159
hsa-miR-1-3p	3	6	7	16	0	3	0	2	5	5	0	26	0	5
hsa-miR-142-3p	0	0	2	0	0	0	0	0	2	0	0	0	0	0
hsv2-miR-H10	2663	2129	2446	2714	2661	738	1540	1122	2018	2113	1223	1383	518	1114
hsa-miR-9851-3p	1	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-22-3p	8977	4577	7845	1809	2519	2472	2085	1562	6309	7748	4414	4271	3465	2754
hsa-miR-1277-3p	3	4	6	0	0	0	0	0	0	5	0	0	0	0
hsa-miR-1288-5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-378a-5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7a-3p	33	27	31	4	22	5	7	6	26	25	5	21	10	13
hsa-miR-30e-5p	1475	970	1703	392	636	286	405	307	845	1178	824	729	646	574
hsa-miR-424-3p	7	0	0	0	2	3	0	0	2	0	0	0	0	0
hsa-miR-760	638	428	765	133	249	136	228	121	485	426	313	304	257	253
hsa-miR-758-3p	4	2	2	0	0	0	0	0	0	2	0	0	2	5
hsa-miR-1298-3p	6	3	2	2	0	0	0	0	4	9	3	0	0	0
hsa-miR-149-5p	15	9	13	4	4	0	0	2	4	2	0	6	0	4
hsa-miR-130a-3p	27	17	35	6	19	4	9	7	16	16	16	13	15	7
hsa-miR-101-5p	3	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-598-3p	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-195-5p	13	10	10	0	2	2	0	3	8	8	5	5	3	5
hsa-miR-193b-5p	2	0	0	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-200a-3p	98	79	137	23	34	26	43	37	55	94	52	59	67	53
hsa-miR-122-5p	46	21	16	20	23	3	32	23	25	2	9	13	4	11
hsa-miR-212-3p	3	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-132-3p	84	77	85	19	24	5	16	8	37	59	27	36	20	36
hsa-miR-3648	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-99b-5p	980	397	537	178	212	165	149	91	412	553	354	331	159	226
hsa-miR-151b	0	1	2	1	0	0	0	0	0	2	0	0	0	0
hsa-miR-582-5p	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-223-5p	5	3	8	0	0	0	3	0	2	0	0	2	4	0
hsa-miR-4324	0	0	1	0	0	0	1	0	0	1	0	0	0	0
hsa-miR-323a-5p	7	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-125b-1-3p	127	85	118	26	45	20	39	27	95	74	53	72	51	45
hsa-miR-30c-2-3p	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-143-5p	5	6	3	0	0	0	0	0	4	2	2	3	0	12
hsa-miR-6852-3p	2	0	0	0	0	0	0	0	0	0	3	0	0	0
hsa-miR-487b-3p	16	9	5	2	2	0	0	0	11	13	0	3	0	0
hsa-miR-153-3p	2	2	4	0	0	0	0	0	0	2	2	4	0	0
hsa-miR-324-5p	5	7	2	0	2	0	0	0	0	5	3	7	3	0
hsa-miR-128-3p	18605	11295	13533	4253	5101	3179	3729	2432	17030	11057	5737	10026	3564	5987
hsa-miR-3085-3p	0	0	0	0	0	0	0	0	2	2	0	0	0	0
hsa-let-7b-5p	2701	1522	2559	447	640	405	913	616	2571	1555	958	1582	1388	884
hsa-miR-378a-3p	1036	604	959	224	315	179	298	252	543	721	442	504	518	347
hsa-miR-139-5p	259	197	240	59	79	42	64	29	203	166	65	115	59	60
hsa-miR-505-5p	2	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-30e-3p	6	6	20	1	10	4	7	5	10	8	1	8	4	7
hsa-miR-425-5p	1761	1169	1718	490	634	329	241	206	1145	1090	824	814	416	511
hsa-miR-9985	16	9	23	3	4	5	8	6	10	15	10	15	8	9
hsa-miR-370-5p	6	6	0	0	0	0	0	0	2	0	0	0	2	2
hsa-miR-34a-5p	56	49	75	16	10	13	9	7	56	46	40	46	16	16
hsa-miR-130b-5p	3	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1306-5p	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1251-5p	5	0	2	2	0	0	0	0	3	0	0	0	0	0
hsa-miR-26a-5p	401	213	495	103	174	73	130	86	255	296	191	207	197	122
hsa-miR-346	6	5	2	0	4	0	0	0	2	5	0	0	0	0
hsa-miR-874-3p	17	31	22	0	6	0	0	3	13	11	12	6	0	4
hsa-miR-101-3p	3399	2292	4020	1088	1261	1252	757	853	2715	3691	1956	2230	1406	1398
hsa-miR-18a-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-185-5p	93	78	92	30	22	17	22	21	76	72	34	41	36	29
hsa-miR-885-5p	27	23	11	2	18	3	0	0	5	21	8	8	0	8
hsa-miR-27a-3p	200	181	273	80	91	40	50	48	163	162	88	116	63	89
hsa-miR-19a-3p	2	8	4	0	0	0	2	0	6	3	3	2	0	2
hsa-miR-195-3p	16	16	13	3	2	2	0	0	5	9	9	8	5	7
hsa-miR-24-2-5p	4	2	6	0	0	0	0	0	4	2	0	0	0	0
hsa-miR-3196	3	0	2	0	0	0	0	0	0	0	3	0	0	0
hsa-miR-3195	0	0	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-500a-3p	18	24	31	7	6	6	4	6	16	27	12	14	10	10
hsa-miR-29b-3p	10	2	13	3	2	1	0	2	1	3	4	1	0	4
hsa-miR-450a-2-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-99b-3p	60	47	75	9	20	3	27	17	63	32	22	27	25	24
hsa-miR-4306	0	0	0	0	0	0	0	0	2	0	0	0	1	1
hsa-miR-223-3p	0	0	2	0	2	0	0	0	0	0	0	0	2	0
hsa-miR-323a-3p	1179	643	924	341	341	236	255	229	669	757	493	448	316	355
hsa-miR-143-3p	2674	2212	3345	961	1250	676	898	774	1912	2588	1182	1399	1251	1306
hsa-miR-154-5p	11	8	7	0	0	0	0	0	5	0	0	3	4	2
hsa-miR-129-5p	2982	1855	3267	624	1079	634	1380	958	2154	1953	1516	1598	1687	1474
hsa-miR-324-3p	0	0	0	0	0	0	0	0	3	0	0	2	0	0
hsa-miR-181a-5p	6949	4516	7067	2064	2933	1279	2092	1748	3921	4638	2917	2723	2556	2393
hsa-miR-33a-5p	216	212	245	76	84	38	36	46	182	185	78	95	44	79
hsa-let-7b-3p	11	5	0	2	0	0	0	0	0	5	3	3	0	2
hsa-miR-335-5p	82	38	105	23	32	17	12	13	48	90	36	48	33	30
hsa-miR-3182	0	0	0	0	0	0	0	0	3	2	0	0	0	0
hsa-miR-139-3p	19	19	5	2	6	2	7	2	11	16	10	9	4	2
hsa-miR-505-3p	0	4	2	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-320e	114	88	142	34	48	25	30	23	68	77	54	51	37	42
hsa-miR-320d	399	266	454	119	156	78	113	81	259	272	189	187	154	140
hsa-miR-425-3p	32	37	52	8	4	2	8	6	31	16	9	9	4	13
hsa-miR-320c	434	282	485	123	164	82	123	89	292	294	215	199	157	155
hsa-miR-9-5p	2399	1516	3195	708	944	723	963	901	2345	2423	1477	2080	1511	1373
hsa-miR-320b	585	367	645	159	202	120	181	136	372	414	303	263	238	213
hsa-miR-370-3p	12	0	16	2	4	0	0	0	13	3	2	3	0	2
hsa-miR-541-5p	0	0	0	0	0	0	0	0	0	2	0	2	2	0
hsa-miR-130b-3p	12	2	11	2	0	0	0	0	2	4	2	2	0	0
hsa-miR-1306-3p	9	5	2	0	0	0	3	0	6	0	0	2	2	2
hsa-miR-3615	3	0	4	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-326	452	340	462	220	275	76	118	62	316	359	204	175	70	158
hsa-miR-1226-3p	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-185-3p	24	17	19	0	5	0	0	2	13	14	5	19	0	7
hsa-miR-885-3p	23	13	10	0	2	0	2	2	16	8	2	10	6	6
hsa-miR-219a-5p	169	114	255	63	89	75	28	39	202	204	154	165	78	96
hsa-let-7i-5p	4004	3215	5197	1062	1705	896	1863	1517	3263	3371	1868	2334	2601	2134
hsa-miR-200b-3p	3	0	4	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-652-3p	0	4	0	2	0	0	0	0	2	2	2	2	0	0
hsa-miR-377-5p	5	4	3	2	0	0	0	0	0	2	2	2	0	0
hsa-miR-29c-5p	20	16	14	0	5	3	3	2	7	17	6	13	0	12
hsa-miR-224-5p	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-125b-2-3p	249	177	259	67	90	33	50	46	154	164	98	117	95	87
