name	SRX395539	SRX395538	SRX395537	SRX395536	SRX395535	SRX395548	SRX395542	SRX395543	SRX395540	SRX395541	SRX395546	SRX395547	SRX395544	SRX395545
bidirectional_promoter_lncRNA#sense	0.01	0.01	0.01	0.01	0.01	0.01	0.0	0.0	0.01	0.01	0.01	0.01	0.0	0.01
unitary_pseudogene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
protein_coding#sense	3.21	3.47	3.02	3.84	3.25	3.12	1.91	1.92	2.93	3.16	3.09	2.66	1.68	2.91
pseudogene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IG_C_pseudogene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bidirectional_promoter_lncRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rRNA#sense	4.47	5.19	4.91	4.09	3.89	3.83	1.77	1.82	3.88	4.98	5.03	3.14	2.05	4.82
rRNA#antisense	0.01	0.01	0.01	0.01	0.01	0.01	0.0	0.0	0.01	0.01	0.01	0.01	0.0	0.01
tRNA#sense	37.93	37.9	40.83	41.86	45.58	41.56	55.22	55.02	35.59	39.31	37.99	38.06	52.66	41.69
IG_J_gene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IG_V_gene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
guide_RNA #sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
misc_RNA#antisense	0.01	0.01	0.01	0.01	0.01	0.01	0.0	0.0	0.01	0.01	0.01	0.01	0.0	0.01
Mt_rRNA#sense	0.02	0.01	0.02	0.01	0.05	0.01	0.04	0.01	0.01	0.01	0.01	0.0	0.01	0.01
ribozyme#sense	0.03	0.06	0.03	0.02	0.02	0.03	0.01	0.01	0.06	0.03	0.04	0.07	0.02	0.05
transcribed_unitary_pseudogene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sense_intronic#sense	0.22	0.22	0.2	0.19	0.18	0.21	0.17	0.14	0.23	0.23	0.21	0.22	0.15	0.2
TEC#sense	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mt_tRNA#sense	0.05	0.04	0.04	0.03	0.07	0.06	0.06	0.02	0.07	0.05	0.06	0.07	0.04	0.04
IG_C_gene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pseudogene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
otherRNA#sense	0.2	0.18	0.2	0.12	0.13	0.21	0.11	0.1	0.21	0.2	0.2	0.24	0.17	0.19
TR_V_pseudogene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vault_RNA #sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mature#sense	3.9	3.11	3.3	1.48	1.54	3.69	1.29	1.2	3.59	3.52	3.28	3.73	3.08	3.08
gRNA#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rnase#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
microRNA#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
otherRNA#antisense	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
non_coding#antisense	0.02	0.07	0.01	0.03	0.01	0.01	0.01	0.01	0.02	0.01	0.02	0.01	0.0	0.05
polymorphic_pseudogene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
non_stop_decay#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
processed_pseudogene#sense	0.04	0.04	0.04	0.04	0.04	0.05	0.02	0.02	0.04	0.04	0.04	0.05	0.03	0.04
Mt_rRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
lincRNA#sense	2.7	2.91	2.45	2.65	2.26	2.67	1.14	1.15	2.86	2.71	2.69	2.59	1.19	2.43
IG_C_gene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sense_overlapping#antisense	0.34	0.28	0.37	0.21	0.24	0.38	0.16	0.11	0.32	0.38	0.41	0.35	0.24	0.32
retained_intron#antisense	0.37	0.37	0.33	0.4	0.32	0.32	0.2	0.23	0.32	0.34	0.36	0.29	0.19	0.3
transcribed_unprocessed_pseudogene#sense	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
TR_V_pseudogene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hairpin#sense	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
snRNA#sense	1.14	1.13	1.19	1.58	1.47	1.39	0.99	0.96	0.97	1.25	1.33	1.18	0.97	1.22
lncRNA#sense	1.29	1.18	1.12	0.88	0.79	1.26	0.33	0.32	1.37	1.33	1.32	1.16	0.49	0.95
non_coding#sense	0.01	0.02	0.02	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
antisense_RNA#antisense	1.01	1.12	0.93	1.22	1.01	0.97	0.48	0.49	0.95	1.01	1.0	0.83	0.41	0.9
macro_lncRNA#sense	0.03	0.03	0.03	0.04	0.03	0.04	0.01	0.02	0.03	0.03	0.04	0.04	0.01	0.03
miRNA#antisense	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0
unitary_pseudogene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
miRNA#sense	0.11	0.1	0.1	0.06	0.06	0.12	0.03	0.03	0.12	0.11	0.11	0.12	0.06	0.09
mature#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
snoRNA#sense	0.05	0.11	0.04	0.05	0.04	0.03	0.03	0.04	0.04	0.04	0.04	0.04	0.03	0.1
TR_V_gene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3prime_overlapping_ncRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0
un-assigned	22.682088301237894	22.26950538196268	22.016519263720586	22.298234137783528	21.913058383228122	21.332933630724007	23.265702276067856	22.995631650111395	22.47982770458907	22.43005265931333	22.105166923300395	20.809752374459762	21.110086608062687	21.63753516671619
nonsense_mediated_decay#sense	0.25	0.27	0.25	0.32	0.26	0.27	0.17	0.18	0.27	0.25	0.26	0.29	0.16	0.25
non_stop_decay#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
asRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scaRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
srpRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
piRNA#sense	0.07	0.07	0.07	0.08	0.08	0.09	0.06	0.06	0.06	0.08	0.07	0.06	0.06	0.07
transcribed_unprocessed_pseudogene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scRNA#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcribed_processed_pseudogene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
nonsense_mediated_decay#antisense	0.4	0.41	0.43	0.5	0.49	0.45	0.29	0.31	0.34	0.42	0.44	0.37	0.3	0.43
sRNA#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
snRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
srpRNA#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
unprocessed_pseudogene#sense	0.02	0.02	0.02	0.02	0.02	0.01	0.01	0.01	0.01	0.02	0.02	0.01	0.01	0.02
TR_J_gene#sense	0.04	0.03	0.04	0.01	0.02	0.05	0.02	0.01	0.07	0.04	0.05	0.06	0.04	0.03
macro_lncRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
transcribed_processed_pseudogene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3prime_overlapping_ncRNA#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
lincRNA#antisense	3.38	3.53	3.34	5.05	4.43	3.22	3.51	3.87	2.93	3.41	3.42	2.93	2.5	3.32
sense_intronic#antisense	0.06	0.06	0.05	0.06	0.05	0.06	0.03	0.02	0.05	0.06	0.06	0.05	0.03	0.05
IG_V_pseudogene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
misc_RNA#sense	0.39	0.46	0.41	0.49	0.45	0.41	0.29	0.29	0.31	0.37	0.4	0.33	0.27	0.43
snoRNA#antisense	0.03	0.03	0.03	0.04	0.04	0.03	0.02	0.02	0.02	0.03	0.03	0.02	0.01	0.03
scaRNA#sense	0.01	0.01	0.01	0.0	0.0	0.01	0.0	0.0	0.01	0.01	0.01	0.01	0.01	0.01
polymorphic_pseudogene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TEC#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IG_V_gene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
