name	SRX3292449	SRX3292448	SRX3292447	SRX3292446	SRX3292445	SRX3292444	SRX3292443	SRX3292442	SRX3292441	SRX3292440	SRX3292429	SRX3292428	SRX3292416	SRX3292415	SRX3292421	SRX3292420	SRX3292423	SRX3292422	SRX3292425	SRX3292424	SRX3292427	SRX3292426	SRX3292417	SRX3292435	SRX3292450	SRX3292451	SRX3292452	SRX3292453	SRX3292454	SRX3292438	SRX3292439	SRX3292418	SRX3292419	SRX3292432	SRX3292433	SRX3292430	SRX3292431	SRX3292436	SRX3292437	SRX3292434	SRX3292413	SRX3292414
hairpin#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sense_overlapping#sense	0.03	0.11	0.03	0.09	0.03	0.16	0.02	0.11	0.03	0.05	0.02	0.01	0.02	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.01	0.01	0.0	0.01	0.03	0.06	0.05	0.02	0.01	0.03	0.05	0.01	0.01	0.01	0.0	0.01	0.0	0.03	0.06	0.0	0.02	0.01
lncRNA#antisense	0.38	0.54	0.36	0.48	0.44	1.76	0.52	1.36	0.52	0.94	0.15	0.17	0.33	0.14	0.05	0.02	0.01	0.11	0.03	0.02	0.06	0.09	0.04	0.28	0.7	0.62	0.61	0.34	0.28	0.4	0.21	0.16	0.09	0.07	0.05	0.15	0.05	0.48	0.54	0.08	0.19	0.25
piRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcribed_unitary_pseudogene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
processed_transcript#antisense	0.08	0.09	0.06	0.16	0.07	0.3	0.1	0.31	0.09	0.19	0.04	0.03	0.05	0.01	0.01	0.0	0.0	0.02	0.0	0.0	0.01	0.02	0.0	0.03	0.09	0.14	0.15	0.06	0.04	0.08	0.08	0.02	0.01	0.01	0.01	0.03	0.01	0.09	0.19	0.01	0.04	0.03
asRNA#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
unprocessed_pseudogene#antisense	0.0	0.0	0.0	0.01	0.01	0.02	0.01	0.02	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0
protein_coding#antisense	0.41	0.46	0.35	0.61	0.45	1.26	0.54	1.31	0.86	1.15	0.18	0.16	0.24	0.1	0.05	0.02	0.02	0.12	0.03	0.02	0.07	0.08	0.03	0.23	0.59	0.68	0.66	0.38	0.25	0.46	0.29	0.17	0.09	0.1	0.07	0.16	0.06	0.47	0.62	0.1	0.19	0.24
vaultRNA#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.01	0.0
TR_V_gene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bidirectional_promoter_lncRNA#sense	0.0	0.01	0.0	0.01	0.0	0.0	0.0	0.02	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
unitary_pseudogene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
protein_coding#sense	0.53	0.91	0.65	1.16	0.69	2.36	0.83	1.95	0.88	3.15	0.29	0.29	0.41	0.13	0.07	0.07	0.04	0.2	0.11	0.04	0.13	0.2	0.06	0.32	1.84	1.05	0.88	0.45	0.44	0.62	0.39	0.26	0.14	0.2	0.07	0.24	0.09	0.75	0.97	0.13	0.34	0.36
pseudogene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bidirectional_promoter_lncRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rRNA#sense	6.92	6.54	3.52	9.61	6.42	11.34	7.56	23.61	13.55	13.16	3.25	2.35	2.94	0.84	0.83	0.18	0.14	2.29	0.31	0.21	1.08	1.21	0.27	2.96	6.62	13.06	8.27	3.82	2.39	6.96	4.25	2.38	1.28	0.94	0.68	2.1	0.67	6.7	11.96	1.05	2.18	2.98
rRNA#antisense	0.02	0.02	0.01	0.03	0.03	0.02	0.05	0.07	0.09	0.06	0.01	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.03	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.0	0.0	0.01	0.0	0.02	0.03	0.0	0.01	0.01
tRNA#sense	0.14	0.18	0.15	0.13	0.17	0.47	0.26	0.36	0.46	0.67	0.23	0.12	0.24	0.15	0.04	0.06	0.06	0.1	0.04	0.03	0.03	0.06	0.08	0.22	0.2	0.31	0.43	0.17	0.15	0.19	0.03	0.09	0.05	0.1	0.03	0.07	0.04	0.22	0.19	0.1	0.11	0.07
IG_V_gene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
guide_RNA #sense	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
misc_RNA#antisense	0.0	0.01	0.01	0.01	0.01	0.05	0.01	0.02	0.01	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.0
Mt_rRNA#sense	0.04	0.04	0.04	0.02	0.05	0.02	0.02	0.06	0.12	0.24	0.04	0.16	0.29	0.27	0.02	0.01	0.02	0.1	0.01	0.03	0.02	0.05	0.02	0.35	0.0	0.02	0.36	0.35	0.32	0.01	0.01	0.04	0.02	0.01	0.0	0.01	0.02	0.3	0.04	0.17	0.09	0.01
ribozyme#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
transcribed_unitary_pseudogene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sense_intronic#sense	0.05	0.12	0.06	0.13	0.05	0.34	0.07	0.18	0.05	0.13	0.05	0.02	0.04	0.01	0.01	0.0	0.0	0.01	0.0	0.0	0.01	0.01	0.0	0.03	0.07	0.12	0.07	0.04	0.03	0.05	0.03	0.02	0.01	0.01	0.01	0.02	0.01	0.06	0.13	0.01	0.03	0.04
TEC#sense	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IG_C_gene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mt_tRNA#sense	0.01	0.01	0.0	0.0	0.01	0.0	0.01	0.02	0.01	0.06	0.03	0.02	0.04	0.05	0.01	0.0	0.0	0.02	0.0	0.0	0.0	0.01	0.0	0.08	0.0	0.0	0.07	0.05	0.02	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.05	0.01	0.02	0.02	0.01
pseudogene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
otherRNA#sense	0.04	0.05	0.07	0.05	0.05	0.11	0.05	0.07	0.06	0.07	0.11	0.06	0.06	0.07	0.05	0.05	0.07	0.06	0.06	0.05	0.05	0.05	0.05	0.06	0.02	0.05	0.07	0.06	0.06	0.05	0.08	0.06	0.05	0.06	0.06	0.06	0.05	0.07	0.04	0.07	0.07	0.08
TR_V_pseudogene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vault_RNA #sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mature#sense	6.09	6.28	8.67	7.06	9.21	22.22	27.3	7.28	8.27	5.31	4.62	2.74	2.54	1.57	1.84	12.02	5.84	5.93	8.19	6.15	3.92	11.93	6.72	2.9	4.38	29.14	3.04	0.87	2.12	18.83	18.84	4.29	3.81	8.01	2.63	5.13	4.49	3.2	27.71	0.95	13.09	2.79
microRNA#sense	0.0	0.01	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
otherRNA#antisense	0.01	0.01	0.01	0.0	0.03	0.02	0.01	0.01	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.02	0.0	0.01	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
non_coding#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
polymorphic_pseudogene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
non_stop_decay#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
processed_pseudogene#sense	0.01	0.01	0.02	0.02	0.02	0.05	0.02	0.05	0.01	0.04	0.01	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.03	0.02	0.01	0.0	0.02	0.01	0.01	0.0	0.0	0.0	0.01	0.0	0.02	0.02	0.0	0.01	0.01
Mt_rRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
lincRNA#sense	0.6	1.42	0.79	1.76	0.65	3.71	0.66	2.79	0.73	1.29	0.34	0.28	0.46	0.04	0.05	0.03	0.02	0.19	0.05	0.02	0.13	0.17	0.03	0.33	1.32	1.36	1.13	0.45	0.43	0.61	0.7	0.21	0.13	0.15	0.06	0.21	0.07	0.73	1.55	0.06	0.34	0.79
sense_overlapping#antisense	0.02	0.01	0.02	0.05	0.02	0.1	0.02	0.08	0.03	0.02	0.01	0.01	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.05	0.06	0.01	0.01	0.02	0.03	0.01	0.0	0.0	0.0	0.01	0.0	0.02	0.05	0.0	0.02	0.01
retained_intron#antisense	0.09	0.12	0.09	0.16	0.11	0.34	0.11	0.27	0.17	0.25	0.03	0.03	0.05	0.01	0.01	0.0	0.0	0.02	0.0	0.0	0.02	0.01	0.0	0.05	0.13	0.15	0.17	0.1	0.05	0.1	0.09	0.04	0.02	0.02	0.01	0.03	0.01	0.11	0.11	0.01	0.04	0.05
transcribed_unprocessed_pseudogene#sense	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TR_V_pseudogene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
snRNA#sense	0.19	0.07	0.04	0.12	0.04	0.03	0.69	0.12	0.12	0.11	0.06	0.01	0.01	0.01	0.03	0.0	0.0	0.06	0.01	0.0	0.02	0.06	0.01	0.02	0.06	0.14	0.03	0.02	0.03	0.29	0.13	0.02	0.05	0.01	0.03	0.05	0.03	0.04	0.17	0.01	0.07	0.02
lncRNA#sense	0.6	1.07	0.6	1.15	0.64	2.39	0.77	2.31	0.83	1.73	0.28	0.26	0.45	0.08	0.06	0.03	0.01	0.18	0.06	0.02	0.11	0.14	0.04	0.35	0.83	1.11	1.01	0.59	0.35	0.63	0.46	0.24	0.12	0.13	0.07	0.24	0.06	0.76	1.17	0.09	0.33	0.49
hairpin#sense	0.01	0.0	0.01	0.0	0.01	0.0	0.02	0.0	0.01	0.0	0.02	0.01	0.0	0.01	0.01	0.01	0.01	0.03	0.01	0.01	0.01	0.03	0.02	0.01	0.01	0.01	0.0	0.0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.03	0.0
non_coding#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
antisense_RNA#antisense	0.28	0.53	0.33	0.68	0.29	1.49	0.28	1.13	0.31	0.65	0.14	0.15	0.19	0.03	0.02	0.01	0.0	0.08	0.02	0.01	0.05	0.07	0.01	0.16	0.72	0.5	0.59	0.19	0.21	0.31	0.28	0.09	0.06	0.06	0.03	0.1	0.03	0.31	0.59	0.03	0.17	0.33
macro_lncRNA#sense	0.02	0.01	0.0	0.02	0.02	0.07	0.02	0.05	0.01	0.04	0.01	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.04	0.03	0.02	0.01	0.01	0.02	0.02	0.01	0.0	0.0	0.0	0.0	0.0	0.01	0.03	0.0	0.01	0.02
miRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
unitary_pseudogene#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
miRNA#sense	0.02	0.05	0.06	0.04	0.04	0.21	0.11	0.08	0.09	0.07	0.02	0.02	0.02	0.01	0.0	0.03	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.02	0.02	0.18	0.03	0.01	0.01	0.15	0.06	0.02	0.02	0.03	0.01	0.02	0.02	0.03	0.11	0.0	0.07	0.02
mature#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
snoRNA#sense	0.01	0.02	0.01	0.02	0.01	0.05	0.05	0.03	0.01	0.03	0.01	0.0	0.0	0.0	0.0	0.02	0.05	0.01	0.02	0.03	0.0	0.02	0.04	0.01	0.01	0.04	0.05	0.01	0.01	0.05	0.0	0.01	0.01	0.04	0.0	0.01	0.01	0.02	0.06	0.01	0.02	0.0
TR_V_gene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3prime_overlapping_ncRNA#antisense	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
un-assigned	13.134969719665763	8.966382532886653	6.465673810388667	11.870093604410947	13.481812421367765	9.879679616103878	19.58765372558476	27.362812114307413	25.038569482512433	40.356752141313336	4.822701359783828	4.668789666950848	5.142366539378251	1.7592811367838104	2.163879157020769	0.5091012747526783	0.3501526626152094	3.9992160240920023	0.599100935155848	0.5958072711989967	1.6467908241122637	2.0295943694837733	2.53213764577963	5.220157655411076	52.582597713502274	17.996978091160916	14.058754552907116	9.812292394429454	5.8946836842130335	15.710529722517963	4.492317116749196	5.866772457180659	3.4559581548850438	1.7950806862295938	1.6050352602992344	4.861877356921241	1.4077744512372488	12.587119118618192	11.690602736627842	2.5023545880927633	3.877530839781464	2.308899891317474
nonsense_mediated_decay#sense	0.04	0.08	0.05	0.08	0.06	0.17	0.06	0.15	0.06	0.1	0.02	0.03	0.03	0.01	0.0	0.0	0.0	0.02	0.0	0.0	0.01	0.01	0.0	0.02	0.34	0.08	0.07	0.04	0.04	0.07	0.03	0.02	0.01	0.01	0.0	0.02	0.0	0.06	0.06	0.01	0.02	0.02
translated_processed_pseudogene#sense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
non_stop_decay#antisense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
